A;220;20030501 12:50;PBARBER;
B;220;2372349;1;20030501 12:50;;;18;ALAMEIN RD;BOSSLEY PARK;2176;670.9;M;20020829;20021028;475000;A;R;RESIDENCE;;HA;;;9204326;
C;220;2372349;1;20030501 12:50;26//260984;
D;220;2372349;1;20030501 12:50;P;;;;;;
D;220;2372349;1;20030501 12:50;P;;;;;;
D;220;2372349;1;20030501 12:50;V;;;;;;
D;220;2372349;1;20030501 12:50;V;;;;;;
B;220;2373231;2;20030501 12:50;;;26;ANTHONY ST;FAIRFIELD;2165;;;20030206;20030320;389000;A;R;RESIDENCE;;GT;;;9524177;
C;220;2373231;2;20030501 12:50;13/3/7605;
D;220;2373231;2;20030501 12:50;P;;;;;;
D;220;2373231;2;20030501 12:50;V;;;;;;
B;220;2373330;3;20030501 12:50;;;1;ANTILL ST;GUILDFORD;2161;699;M;20020802;20021202;450000;I;R;RESIDENCE;;FC;;;9187726;
C;220;2373330;3;20030501 12:50;1/7/1625;
D;220;2373330;3;20030501 12:50;P;;;;;;
D;220;2373330;3;20030501 12:50;V;;;;;;
B;220;2373429;4;20030501 12:50;;;128;APLIN RD;BONNYRIGG;2177;550.5;M;20030207;20030404;380000;A;R;RESIDENCE;;JF;;;9518658;
C;220;2373429;4;20030501 12:50;35//737230;
D;220;2373429;4;20030501 12:50;P;;;;;;
D;220;2373429;4;20030501 12:50;P;;;;;;
D;220;2373429;4;20030501 12:50;V;;;;;;
B;220;2373489;5;20030501 12:50;;;25;APLIN RD;BONNYRIGG;2177;576.3;M;20020913;20021025;279000;A;R;RESIDENCE;;AF;;;9178553;
C;220;2373489;5;20030501 12:50;1//730235;
D;220;2373489;5;20030501 12:50;P;;;;;;
B;220;2374049;6;20030501 12:50;;;17;ATHERTON ST;FAIRFIELD WEST;2165;556.4;M;20020830;20021004;200000;A;R;RESIDENCE;;JK;;;9177590;
C;220;2374049;6;20030501 12:50;3//224604;
D;220;2374049;6;20030501 12:50;P;;;;;;
D;220;2374049;6;20030501 12:50;P;;;;;;
D;220;2374049;6;20030501 12:50;V;;;;;;
D;220;2374049;6;20030501 12:50;V;;;;;;
B;220;2374551;7;20030501 12:50;;;12;BAINTON RD;MOUNT PRITCHARD;2170;562.8;M;20020930;20021111;286000;A;R;RESIDENCE;;GD;;;9177132;
C;220;2374551;7;20030501 12:50;712//31309;
D;220;2374551;7;20030501 12:50;P;;;;;;
D;220;2374551;7;20030501 12:50;V;;;;;;
B;220;2374712;8;20030501 12:50;;;25;BARAGOOLA ST;FAIRFIELD;2165;619.7;M;20021003;20021114;325000;A;R;RESIDENCE;;JK;;;9136010;
C;220;2374712;8;20030501 12:50;36//226541;
D;220;2374712;8;20030501 12:50;P;;;;;;
D;220;2374712;8;20030501 12:50;P;;;;;;
D;220;2374712;8;20030501 12:50;V;;;;;;
D;220;2374712;8;20030501 12:50;V;;;;;;
B;220;2375159;9;20030501 12:50;;9;59;BARTLEY ST;CANLEY VALE;2166;;;20030121;20030228;157500;;R;RESIDENCE;9;;;;9525286;
C;220;2375159;9;20030501 12:50;9//SP 8905;
D;220;2375159;9;20030501 12:50;P;;;;;;
D;220;2375159;9;20030501 12:50;V;;;;;;
D;220;2375159;9;20030501 12:50;V;;;;;;
B;220;2375541;10;20030501 12:50;;;49;BECKENHAM ST;CANLEY VALE;2166;;;20030224;20030407;315000;A;R;RESIDENCE;;AF;;;9528355;
C;220;2375541;10;20030501 12:50;1//661064;
D;220;2375541;10;20030501 12:50;P;;;;;;
D;220;2375541;10;20030501 12:50;P;;;;;;
D;220;2375541;10;20030501 12:50;V;;;;;;
B;220;2375627;11;20030501 12:50;;;24;BEELAR ST;CANLEY HEIGHTS;2166;556.4;M;20030207;20030404;309000;A;3;;;GD;;;9532151;
C;220;2375627;11;20030501 12:50;2//200526;
D;220;2375627;11;20030501 12:50;P;;;;;;
D;220;2375627;11;20030501 12:50;P;;;;;;
D;220;2375627;11;20030501 12:50;V;;;;;;
B;220;2376117;12;20030501 12:50;;;21;BEN LOMOND ST;BOSSLEY PARK;2176;550.6;M;20030307;20030321;300000;A;R;RESIDENCE;;HA;;;9549495;
C;220;2376117;12;20030501 12:50;23//263082;
D;220;2376117;12;20030501 12:50;P;;;;;;
D;220;2376117;12;20030501 12:50;V;;;;;;
D;220;2376117;12;20030501 12:50;V;;;;;;
D;220;2376117;12;20030501 12:50;V;;;;;;
B;220;2376376;13;20030501 12:50;;;48;BETTONG CRES;BOSSLEY PARK;2176;572.2;M;20020912;20021024;340000;A;R;RESIDENCE;;HA;;;9149611;
C;220;2376376;13;20030501 12:50;121//261660;
D;220;2376376;13;20030501 12:50;P;;;;;;
D;220;2376376;13;20030501 12:50;V;;;;;;
D;220;2376376;13;20030501 12:50;V;;;;;;
B;220;2376626;14;20030501 12:50;;;14;BIZET PL;BONNYRIGG;2177;560.9;M;20020918;20021031;310000;A;R;RESIDENCE;;JF;;;9185182;
C;220;2376626;14;20030501 12:50;75//735657;
D;220;2376626;14;20030501 12:50;P;;;;;;
D;220;2376626;14;20030501 12:50;V;;;;;;
B;220;2376803;15;20030501 12:50;;;26;BLAXLAND ST;YENNORA;2161;461.6;M;20020817;20021119;295000;A;R;RESIDENCE;;KA;;;9166789;
C;220;2376803;15;20030501 12:50;4//234578;
D;220;2376803;15;20030501 12:50;P;;;;;;
D;220;2376803;15;20030501 12:50;P;;;;;;
D;220;2376803;15;20030501 12:50;V;;;;;;
B;220;2376805;16;20030501 12:50;;;30;BLAXLAND ST;YENNORA;2161;550.1;M;20021008;20021107;320000;A;R;RESIDENCE;;KA;;;9206110;
C;220;2376805;16;20030501 12:50;6//234578;
D;220;2376805;16;20030501 12:50;P;;;;;;
D;220;2376805;16;20030501 12:50;P;;;;;;
D;220;2376805;16;20030501 12:50;P;;;;;;
D;220;2376805;16;20030501 12:50;P;;;;;;
D;220;2376805;16;20030501 12:50;V;;;;;;
B;220;2378020;17;20030501 12:50;;;15;BRAEMAR ST;SMITHFIELD;2164;505.9;M;20021010;20021112;300000;A;R;RESIDENCE;;GT;;;9158538;
C;220;2378020;17;20030501 12:50;19//209638;
D;220;2378020;17;20030501 12:50;P;;;;;;
D;220;2378020;17;20030501 12:50;P;;;;;;
D;220;2378020;17;20030501 12:50;V;;;;;;
B;220;2378081;18;20030501 12:50;;;5;BRAMLEY ST;FAIRFIELD WEST;2165;556.4;M;20030221;20030401;340000;A;R;RESIDENCE;;JK;;;9533232;
C;220;2378081;18;20030501 12:50;51//222020;
D;220;2378081;18;20030501 12:50;P;;;;;;
D;220;2378081;18;20030501 12:50;P;;;;;;
D;220;2378081;18;20030501 12:50;V;;;;;;
B;220;2378585;19;20030501 12:50;;;4;BRISBANE RD;ST JOHNS PARK;2176;559.9;M;20020925;20021115;323500;A;R;RESIDENCE;;GL;;;9155973;
C;220;2378585;19;20030501 12:50;64//253159;
D;220;2378585;19;20030501 12:50;P;;;;;;
D;220;2378585;19;20030501 12:50;P;;;;;;
D;220;2378585;19;20030501 12:50;V;;;;;;
B;220;2378740;20;20030501 12:50;;;9;BROMLEY ST;CANLEY VALE;2166;505.9;M;20030227;20030410;362000;A;R;RESIDENCE;;KA;;;9528342;
C;220;2378740;20;20030501 12:50;1//103809;
D;220;2378740;20;20030501 12:50;P;;;;;;
D;220;2378740;20;20030501 12:50;V;;;;;;
B;220;2379740;21;20030501 12:50;;;4;BURRADOO RD;CABRAMATTA;2166;562.8;M;20030301;20030408;360000;A;R;RESIDENCE;;GY;;;9534564;
C;220;2379740;21;20030501 12:50;113//219193;
D;220;2379740;21;20030501 12:50;P;;;;;;
D;220;2379740;21;20030501 12:50;V;;;;;;
B;220;2379805;22;20030501 12:50;;;5;BUSBY AVE;EDENSOR PARK;2176;555.6;M;20020909;20021125;463000;A;R;RESIDENCE;;HV;;;9180286;
C;220;2379805;22;20030501 12:50;3//259129;
D;220;2379805;22;20030501 12:50;P;;;;;;
D;220;2379805;22;20030501 12:50;P;;;;;;
D;220;2379805;22;20030501 12:50;V;;;;;;
B;220;2380658;23;20030501 12:50;;4;87;CAMBRIDGE ST;CANLEY HEIGHTS;2166;;;20030222;20030403;310000;;R;RESIDENCE;4;;;;9516082;
C;220;2380658;23;20030501 12:50;4//SP 61114;
D;220;2380658;23;20030501 12:50;P;;;;;;
D;220;2380658;23;20030501 12:50;V;;;;;;
B;220;2380903;24;20030501 12:50;;;6;CANARA PL;SMITHFIELD;2164;556.4;M;20021209;20030129;319500;A;R;RESIDENCE;;GT;;;9552053;
C;220;2380903;24;20030501 12:50;13//216587;
D;220;2380903;24;20030501 12:50;P;;;;;;
D;220;2380903;24;20030501 12:50;P;;;;;;
D;220;2380903;24;20030501 12:50;V;;;;;;
D;220;2380903;24;20030501 12:50;V;;;;;;
B;220;2381016;25;20030501 12:50;;;283 A;CANLEY VALE RD;CANLEY HEIGHTS;2166;556.8;M;20020319;20020501;245000;A;R;RESIDENCE;;GD;;;9520981;
C;220;2381016;25;20030501 12:50;2//610859;
D;220;2381016;25;20030501 12:50;P;;;;;;
D;220;2381016;25;20030501 12:50;P;;;;;;
D;220;2381016;25;20030501 12:50;V;;;;;;
B;220;2382732;26;20030501 12:50;;;19;CHAUCER ST;WETHERILL PARK;2164;557.6;M;20020919;20021119;357000;A;R;RESIDENCE;;GR;;;9156239;
C;220;2382732;26;20030501 12:50;28//249956;
D;220;2382732;26;20030501 12:50;P;;;;;;
D;220;2382732;26;20030501 12:50;V;;;;;;
B;220;2383077;27;20030501 12:50;;;31;CHIFLEY ST;SMITHFIELD;2164;1188;M;20030306;20030416;770000;I;3;FACTORY;;FH;;;9552340;
C;220;2383077;27;20030501 12:50;1//243568;
D;220;2383077;27;20030501 12:50;P;;;;;;
D;220;2383077;27;20030501 12:50;V;;;;;;
B;220;2383158;28;20030501 12:50;;;5;CHILDERS ST;BONNYRIGG;2177;551.8;M;20020424;20020529;255000;A;R;RESIDENCE;;JF;;;9150910;
C;220;2383158;28;20030501 12:50;250//775185;
D;220;2383158;28;20030501 12:50;P;;;;;;
D;220;2383158;28;20030501 12:50;P;;;;;;
D;220;2383158;28;20030501 12:50;V;;;;;;
B;220;2383290;29;20030501 12:50;;;;CHURCH ST;CABRAMATTA;2166;977.6;M;20030224;20030407;495000;I;V;VACANT LAND;;FF;;;9532806;
C;220;2383290;29;20030501 12:50;100//733682;
D;220;2383290;29;20030501 12:50;P;;;;;;
D;220;2383290;29;20030501 12:50;P;;;;;;
D;220;2383290;29;20030501 12:50;V;;;;;;
B;220;2383482;30;20030501 12:50;;;8;CHURCH ST;OLD GUILDFORD;2161;633.5;M;20030219;20030321;360000;A;R;RESIDENCE;;KA;;;9530982;
C;220;2383482;30;20030501 12:50;101//584083;
