A;069;20011109 08:52;CDIXON;
B;069;547231;1;20011109 08:52;;;;BELLBIRD ST;COLEAMBALLY;2707;1069;M;20010307;20010525;80000;Z;R;RESIDENCE;;AA;;;7799437;
C;069;547231;1;20011109 08:52;140//237703;
D;069;547231;1;20011109 08:52;P;;;;;;
D;069;547231;1;20011109 08:52;V;;;;;;
D;069;547231;1;20011109 08:52;V;;;;;;
B;069;547248;2;20011109 08:52;;;;BELLBIRD ST;COLEAMBALLY;2707;905.7;M;20010529;20010626;108000;Z;R;RESIDENCE;;AA;;;7732124;
C;069;547248;2;20011109 08:52;236//250558;
D;069;547248;2;20011109 08:52;P;;;;;;
D;069;547248;2;20011109 08:52;P;;;;;;
D;069;547248;2;20011109 08:52;V;;;;;;
D;069;547248;2;20011109 08:52;V;;;;;;
B;069;547302;3;20011109 08:52;;;;BENCUBBIN ST;COLEAMBALLY;2707;5000;M;20001121;20010717;28000;Z;R;RESIDENCE;;CA;;;7798526;
C;069;547302;3;20011109 08:52;475//854918;
D;069;547302;3;20011109 08:52;P;;;;;;
D;069;547302;3;20011109 08:52;V;;;;;;
B;069;547423;4;20011109 08:52;;;;CURLEW CRES;COLEAMBALLY;2707;1021;M;20010604;20010719;140000;Z;R;RESIDENCE;;AA;;;7799203;
C;069;547423;4;20011109 08:52;428//862112;
D;069;547423;4;20011109 08:52;P;;;;;;
D;069;547423;4;20011109 08:52;P;;;;;;
D;069;547423;4;20011109 08:52;V;;;;;;
D;069;547423;4;20011109 08:52;V;;;;;;
B;069;547453;5;20011109 08:52;;;;CURRAWONG CRES;COLEAMBALLY;2707;1648;M;20010605;20010717;5000;Z;R;RESIDENCE;;AA;;;7798650;
C;069;547453;5;20011109 08:52;378//259779;
D;069;547453;5;20011109 08:52;P;;;;;;
D;069;547453;5;20011109 08:52;P;;;;;;
D;069;547453;5;20011109 08:52;V;;;;;;
D;069;547453;5;20011109 08:52;V;;;;;;
B;069;547453;6;20011109 08:52;;;;CURRAWONG CRES;COLEAMBALLY;2707;1648;M;20010605;20010717;175000;Z;R;RESIDENCE;;AA;;;7798651;
C;069;547453;6;20011109 08:52;378//259779;
D;069;547453;6;20011109 08:52;P;;;;;;
D;069;547453;6;20011109 08:52;P;;;;;;
D;069;547453;6;20011109 08:52;V;;;;;;
D;069;547453;6;20011109 08:52;V;;;;;;
B;069;547588;7;20011109 08:52;;;;SANDPIPER ST;COLEAMBALLY;2707;920;M;19990824;19990921;46000;Z;R;RESIDENCE;;AA;;;7772906;
C;069;547588;7;20011109 08:52;329//259050;
D;069;547588;7;20011109 08:52;P;;;;;;
D;069;547588;7;20011109 08:52;P;;;;;;
D;069;547588;7;20011109 08:52;V;;;;;;
B;069;547588;8;20011109 08:52;;;;SANDPIPER ST;COLEAMBALLY;2707;920;M;19990824;19990921;75000;Z;R;RESIDENCE;;AA;;;7772908;
C;069;547588;8;20011109 08:52;329//259050;
D;069;547588;8;20011109 08:52;P;;;;;;
D;069;547588;8;20011109 08:52;V;;;;;;
D;069;547588;8;20011109 08:52;V;;;;;;
B;069;547609;9;20011109 08:52;;;;SANDPIPER ST;COLEAMBALLY;2707;1292;M;19990212;20010629;5200;Z;R;RESIDENCE;;AA;;;7747553;
C;069;547609;9;20011109 08:52;365//259779;
D;069;547609;9;20011109 08:52;P;;;;;;
D;069;547609;9;20011109 08:52;P;;;;;;
Z;49;9;9;29;
