A;090;20020102 13:17;PTHIRLWELL;
B;090;858000;1;20020102 13:17;;;76;ABUKLEA RD;EASTWOOD;2122;;;20010717;20010831;475000;A;R;RESIDENCE;;EC;;;8161817;
C;090;858000;1;20020102 13:17;12A//14732;
D;090;858000;1;20020102 13:17;P;;;;;;
D;090;858000;1;20020102 13:17;P;;;;;;
D;090;858000;1;20020102 13:17;V;;;;;;
B;090;858357;2;20020102 13:17;;;59;ADELAIDE ST;WEST RYDE;2114;;;20011108;20011108;66666;A;R;RESIDENCE;;AB;;;8167335;
C;090;858357;2;20020102 13:17;6//12627;
D;090;858357;2;20020102 13:17;P;;;;;;
D;090;858357;2;20020102 13:17;P;;;;;;
D;090;858357;2;20020102 13:17;V;;;;;;
D;090;858357;2;20020102 13:17;V;;;;;;
B;090;858381;3;20020102 13:17;;;15;ADELAIDE ST;WEST RYDE;2114;;;20011005;20011214;550000;A;R;RESIDENCE;;AB;;;8211759;
C;090;858381;3;20020102 13:17;12//10400;
D;090;858381;3;20020102 13:17;P;;;;;;
D;090;858381;3;20020102 13:17;P;;;;;;
D;090;858381;3;20020102 13:17;V;;;;;;
D;090;858381;3;20020102 13:17;V;;;;;;
B;090;858771;4;20020102 13:17;;2;13;ALEXANDRIA AVE;EASTWOOD;2122;;;20011015;20011130;425000;;R;RESIDENCE;2;;;;8197365;
C;090;858771;4;20020102 13:17;2//SP 54999;
D;090;858771;4;20020102 13:17;P;;;;;;
D;090;858771;4;20020102 13:17;V;;;;;;
D;090;858771;4;20020102 13:17;V;;;;;;
B;090;858808;5;20020102 13:17;;1;30;ALEXANDRIA AVE;EASTWOOD;2122;;;20011013;20011126;401000;;R;RESIDENCE;1;;;;8172624;
C;090;858808;5;20020102 13:17;1//48575;
D;090;858808;5;20020102 13:17;P;;;;;;
D;090;858808;5;20020102 13:17;V;;;;;;
B;090;859135;6;20020102 13:17;;;78;ANTHONY RD;WEST RYDE;2114;973.7;M;20010929;20011109;565000;A;R;RESIDENCE;;EL;;;8173386;
C;090;859135;6;20020102 13:17;4//221845;
D;090;859135;6;20020102 13:17;P;;;;;;
D;090;859135;6;20020102 13:17;P;;;;;;
D;090;859135;6;20020102 13:17;V;;;;;;
B;090;859171;7;20020102 13:17;;1;9;ANTHONY RD;WEST RYDE;2114;;;20010927;20011115;350000;;R;RESIDENCE;1;;;;8158415;
C;090;859171;7;20020102 13:17;1//32799;
D;090;859171;7;20020102 13:17;P;;;;;;
D;090;859171;7;20020102 13:17;V;;;;;;
D;090;859171;7;20020102 13:17;V;;;;;;
B;090;859836;8;20020102 13:17;;2;43 A;BALACLAVA RD;EASTWOOD;2122;;;20011003;20011114;372000;;R;RESIDENCE;2;;;;8160623;
C;090;859836;8;20020102 13:17;2//SP 56680;
D;090;859836;8;20020102 13:17;P;;;;;;
D;090;859836;8;20020102 13:17;V;;;;;;
D;090;859836;8;20020102 13:17;V;;;;;;
B;090;859898;9;20020102 13:17;;69;188;BALACLAVA RD;MARSFIELD;2122;;;20011101;20011129;377000;;3;HOME UNIT;69;;;;8169962;
C;090;859898;9;20020102 13:17;69//43015;
D;090;859898;9;20020102 13:17;P;;;;;;
D;090;859898;9;20020102 13:17;P;;;;;;
D;090;859898;9;20020102 13:17;V;;;;;;
B;090;859898;10;20020102 13:17;;75;188;BALACLAVA RD;MARSFIELD;2122;;;20010917;20011210;100000;;R;RESIDENCE;75;;;;8192119;
C;090;859898;10;20020102 13:17;75//43015;
D;090;859898;10;20020102 13:17;P;;;;;;
D;090;859898;10;20020102 13:17;V;;;;;;
D;090;859898;10;20020102 13:17;V;;;;;;
B;090;860220;11;20020102 13:17;;5;15;BALL AVE;EASTWOOD;2122;;;20011102;20011127;268000;;R;RESIDENCE;5;;;;8179451;
C;090;860220;11;20020102 13:17;5//3425;
D;090;860220;11;20020102 13:17;P;;;;;;
D;090;860220;11;20020102 13:17;V;;;;;;
B;090;860220;12;20020102 13:17;;20;15;BALL AVE;EASTWOOD;2122;;;20011102;20011127;268000;;R;RESIDENCE;20;;;;8179451;
C;090;860220;12;20020102 13:17;20//3425;
D;090;860220;12;20020102 13:17;P;;;;;;
D;090;860220;12;20020102 13:17;V;;;;;;
B;090;860518;13;20020102 13:17;;3;6;BANK ST;MEADOWBANK;2114;;;20011018;20011127;230000;;3;HOME UNIT;3;;;;8171996;
C;090;860518;13;20020102 13:17;3//17789;
D;090;860518;13;20020102 13:17;P;;;;;;
D;090;860518;13;20020102 13:17;P;;;;;;
D;090;860518;13;20020102 13:17;V;;;;;;
B;090;860662;14;20020102 13:17;;;15;BAREENA PL;EASTWOOD;2122;646.9;M;20010913;20011112;630000;A;R;RESIDENCE;;EZ;;;8160732;
C;090;860662;14;20020102 13:17;35//261420;
D;090;860662;14;20020102 13:17;P;;;;;;
D;090;860662;14;20020102 13:17;P;;;;;;
D;090;860662;14;20020102 13:17;V;;;;;;
D;090;860662;14;20020102 13:17;V;;;;;;
B;090;861114;15;20020102 13:17;;;72;BELMORE ST;RYDE;2112;;;20011022;20011203;450000;A;R;RESIDENCE;;ES;;;8174306;
C;090;861114;15;20020102 13:17;56//11918;
D;090;861114;15;20020102 13:17;P;;;;;;
D;090;861114;15;20020102 13:17;V;;;;;;
B;090;861206;16;20020102 13:17;;17;20;BELMORE ST;RYDE;2112;;;20010826;20011122;262500;;R;RESIDENCE;17;;;;8156974;
C;090;861206;16;20020102 13:17;17//8833;
D;090;861206;16;20020102 13:17;P;;;;;;
D;090;861206;16;20020102 13:17;P;;;;;;
D;090;861206;16;20020102 13:17;V;;;;;;
B;090;861613;17;20020102 13:17;;;37;BESWICK AVE;NORTH RYDE;2113;739.8;M;20011026;20011126;482000;A;R;RESIDENCE;;EB;;;8157180;
C;090;861613;17;20020102 13:17;13//25765;
D;090;861613;17;20020102 13:17;P;;;;;;
D;090;861613;17;20020102 13:17;P;;;;;;
D;090;861613;17;20020102 13:17;V;;;;;;
D;090;861613;17;20020102 13:17;V;;;;;;
B;090;862171;18;20020102 13:17;;5;292;BLAXLAND RD;WEST RYDE;2114;;;20010928;20011119;405000;;R;RESIDENCE;5;;;;8164887;
C;090;862171;18;20020102 13:17;5//SP 62528;
D;090;862171;18;20020102 13:17;P;;;;;;
D;090;862171;18;20020102 13:17;P;;;;;;
D;090;862171;18;20020102 13:17;V;;;;;;
D;090;862171;18;20020102 13:17;V;;;;;;
B;090;862305;19;20020102 13:17;;3;584;BLAXLAND RD;EASTWOOD;2122;;;20011114;20011212;195000;;R;RESIDENCE;3;;;;8208518;
C;090;862305;19;20020102 13:17;3//10963;
D;090;862305;19;20020102 13:17;P;;;;;;
D;090;862305;19;20020102 13:17;V;;;;;;
D;090;862305;19;20020102 13:17;V;;;;;;
B;090;863322;20;20020102 13:17;;;53;BRIDGE RD;NORTH RYDE;2113;461.6;M;20011023;20011207;395000;A;R;RESIDENCE;;EB;;;8203440;
C;090;863322;20;20020102 13:17;3//39133;
D;090;863322;20;20020102 13:17;P;;;;;;
D;090;863322;20;20020102 13:17;P;;;;;;
D;090;863322;20;20020102 13:17;V;;;;;;
