A;137;20110801 02:16;VALNET;
B;137;3579567;1;20110801 02:16;;6;1;BLIGH ST;BURWOOD HEIGHTS;2136;;;20100727;20110704;540000;;R;RESIDENCE;6;;;0;AG355045;
C;137;3579567;1;20110801 02:16;6/SP85167;
D;137;3579567;1;20110801 02:16;P;;;;;;
D;137;3579567;1;20110801 02:16;V;;;;;;
B;137;3579567;2;20110801 02:16;;14;1;BLIGH ST;BURWOOD HEIGHTS;2136;;;20100719;20110704;530000;;R;RESIDENCE;14;;;0;AG382512;
C;137;3579567;2;20110801 02:16;14/SP85167;
D;137;3579567;2;20110801 02:16;P;;;;;;
D;137;3579567;2;20110801 02:16;P;;;;;;
D;137;3579567;2;20110801 02:16;V;;;;;;
B;137;3579567;3;20110801 02:16;;18;1;BLIGH ST;BURWOOD HEIGHTS;2136;;;20110304;20110624;538000;;R;RESIDENCE;18;;;0;AG369500;
C;137;3579567;3;20110801 02:16;18/SP85167;
D;137;3579567;3;20110801 02:16;P;;;;;;
D;137;3579567;3;20110801 02:16;V;;;;;;
B;137;1394300;4;20110801 02:16;;22;11;LYONS ST;STRATHFIELD;2135;;;20110509;20110718;540000;;R;RESIDENCE;22;;;0;AG380477;
C;137;1394300;4;20110801 02:16;22/SP14878;
D;137;1394300;4;20110801 02:16;P;;;;;;
D;137;1394300;4;20110801 02:16;V;;;;;;
B;137;1398083;5;20110801 02:16;;;12;VICTORIA ST;BURWOOD;2134;517.6;M;20110326;20110620;1960000;A;R;RESIDENCE;;EJ;;0;AG382471;
C;137;1398083;5;20110801 02:16;2/102718;
D;137;1398083;5;20110801 02:16;P;;;;;;
D;137;1398083;5;20110801 02:16;P;;;;;;
D;137;1398083;5;20110801 02:16;V;;;;;;
B;137;1390719;6;20110801 02:16;;;4;CHELMSFORD AVE;CROYDON;2132;650.29;M;20110507;20110715;1280000;A;R;RESIDENCE;;EF;;0;AG383131;
C;137;1390719;6;20110801 02:16;35/F/5639;
D;137;1390719;6;20110801 02:16;P;;;;;;
D;137;1390719;6;20110801 02:16;P;;;;;;
D;137;1390719;6;20110801 02:16;V;;;;;;
B;137;1393251;7;20110801 02:16;;;83;KEMBLA ST;CROYDON PARK;2133;322.5;M;20110412;20110609;685000;A;R;RESIDENCE;;ES;;0;AG374721;
C;137;1393251;7;20110801 02:16;1/215482;
D;137;1393251;7;20110801 02:16;P;;;;;;
D;137;1393251;7;20110801 02:16;V;;;;;;
D;137;1393251;7;20110801 02:16;V;;;;;;
B;137;1395622;8;20110801 02:16;;22;34;PARK AVE;BURWOOD;2134;;;20110412;20110718;550000;;R;RESIDENCE;22;;;0;AG390296;
C;137;1395622;8;20110801 02:16;22/SP57150;
D;137;1395622;8;20110801 02:16;P;;;;;;
D;137;1395622;8;20110801 02:16;P;;;;;;
D;137;1395622;8;20110801 02:16;V;;;;;;
B;137;1390810;9;20110801 02:16;;;42;CHELTENHAM RD;CROYDON;2132;1265;M;20110528;20110711;1830000;A;R;RESIDENCE;;EJ;;0;AG369521;
C;137;1390810;9;20110801 02:16;2/510181;
D;137;1390810;9;20110801 02:16;P;;;;;;
D;137;1390810;9;20110801 02:16;P;;;;;;
D;137;1390810;9;20110801 02:16;V;;;;;;
B;137;1390944;10;20110801 02:16;;;4;CLARENCE ST;BURWOOD;2134;2135;M;20110310;20110713;2800000;A;R;RESIDENCE;;EF;;0;AG376386;
C;137;1390944;10;20110801 02:16;7, 8, 21, 22/B/2256 1, 2/134244 (PCO 284);
D;137;1390944;10;20110801 02:16;P;;;;;;
D;137;1390944;10;20110801 02:16;P;;;;;;
D;137;1390944;10;20110801 02:16;V;;;;;;
D;137;1390944;10;20110801 02:16;V;;;;;;
B;137;2900941;11;20110801 02:16;;10;1;MOUNT PLEASANT AVE;BURWOOD;2134;;;20110510;20110628;460000;;R;RESIDENCE;10;;;0;AG372740;
C;137;2900941;11;20110801 02:16;10/SP64447;
D;137;2900941;11;20110801 02:16;P;;;;;;
D;137;2900941;11;20110801 02:16;V;;;;;;
B;137;3258773;12;20110801 02:16;;94;3;RAILWAY PDE;BURWOOD;2134;;;20110519;20110714;668000;;R;RESIDENCE;94;;;0;AG375513;
C;137;3258773;12;20110801 02:16;94/SP76740;
D;137;3258773;12;20110801 02:16;P;;;;;;
D;137;3258773;12;20110801 02:16;P;;;;;;
D;137;3258773;12;20110801 02:16;V;;;;;;
Z;59;12;12;33;
