A;203;20010822 13:18;CDIXON;
B;203;1882775;1;20010822 13:18;;;40;ALBERT ST;BOTANY;2019;;;20010328;20010419;460000;A;R;;;AF;;;7604342;
C;203;1882775;1;20010822 13:18;B//384512;
D;203;1882775;1;20010822 13:18;P;;;;;;
D;203;1882775;1;20010822 13:18;P;;;;;;
D;203;1882775;1;20010822 13:18;V;;;;;;
D;203;1882775;1;20010822 13:18;V;;;;;;
B;203;1883067;2;20010822 13:18;;;1;AYLESBURY ST;BOTANY;2019;379;M;20010404;20010516;367000;I;3;NULL;;JF;;;7638728;
C;203;1883067;2;20010822 13:18;2//324489;
D;203;1883067;2;20010822 13:18;P;;;;;;
D;203;1883067;2;20010822 13:18;V;;;;;;
D;203;1883067;2;20010822 13:18;V;;;;;;
B;203;1883301;3;20010822 13:18;;;206;BANKSIA ST;EAST BOTANY;2019;;;20010326;20010521;610000;A;R;;;AE;;;7652196;
C;203;1883301;3;20010822 13:18;34//35160;
D;203;1883301;3;20010822 13:18;P;;;;;;
D;203;1883301;3;20010822 13:18;P;;;;;;
D;203;1883301;3;20010822 13:18;P;;;;;;
D;203;1883301;3;20010822 13:18;V;;;;;;
D;203;1883301;3;20010822 13:18;V;;;;;;
B;203;1883333;4;20010822 13:18;;28;125;BANKSIA ST;BOTANY;2019;;;20010423;20010502;340000;;R;;28;;;;7617428;
C;203;1883333;4;20010822 13:18;28//SP 56811;
D;203;1883333;4;20010822 13:18;P;;;;;;
D;203;1883333;4;20010822 13:18;P;;;;;;
D;203;1883333;4;20010822 13:18;V;;;;;;
D;203;1883333;4;20010822 13:18;V;;;;;;
B;203;1883333;5;20010822 13:18;;38;125;BANKSIA ST;BOTANY;2019;;;20010518;20010518;0;;3;NULL;38;;;;7624310;
C;203;1883333;5;20010822 13:18;38//SP 56811;
D;203;1883333;5;20010822 13:18;P;;;;;;
D;203;1883333;5;20010822 13:18;P;;;;;;
D;203;1883333;5;20010822 13:18;V;;;;;;
D;203;1883333;5;20010822 13:18;V;;;;;;
B;203;1883333;6;20010822 13:18;;143;125;BANKSIA ST;BOTANY;2019;;;20010329;20010426;313000;;R;;143;;;;7592841;
C;203;1883333;6;20010822 13:18;143//SP 58359;
D;203;1883333;6;20010822 13:18;P;;;;;;
D;203;1883333;6;20010822 13:18;P;;;;;;
D;203;1883333;6;20010822 13:18;V;;;;;;
D;203;1883333;6;20010822 13:18;V;;;;;;
B;203;1883541;7;20010822 13:18;;19;95;BANKSIA ST;BOTANY;2019;;;20010318;20010318;0;;R;;19;;;;7634004;
C;203;1883541;7;20010822 13:18;19//SP 61933;
D;203;1883541;7;20010822 13:18;P;;;;;;
D;203;1883541;7;20010822 13:18;P;;;;;;
D;203;1883541;7;20010822 13:18;V;;;;;;
D;203;1883541;7;20010822 13:18;V;;;;;;
B;203;1883710;8;20010822 13:18;;12;;BARBER AVE;MASCOT;2020;;;20010306;20010424;245000;;R;;12;;;;7578838;
C;203;1883710;8;20010822 13:18;12//1961;
D;203;1883710;8;20010822 13:18;P;;;;;;
D;203;1883710;8;20010822 13:18;V;;;;;;
D;203;1883710;8;20010822 13:18;V;;;;;;
B;203;1883739;9;20010822 13:18;;8;26;BARBER AVE;ROSEBERY;2018;;;20010326;20010507;160000;;R;;8;;;;7599990;
C;203;1883739;9;20010822 13:18;8//6593;
D;203;1883739;9;20010822 13:18;P;;;;;;
D;203;1883739;9;20010822 13:18;V;;;;;;
D;203;1883739;9;20010822 13:18;V;;;;;;
B;203;1884267;10;20010822 13:18;;;12;BEGONIA ST;BOTANY;2019;562.8;M;20001112;20001112;0;A;3;RESIDENCE;;AE;;;7324995;
C;203;1884267;10;20010822 13:18;B//375516;
D;203;1884267;10;20010822 13:18;P;;;;;;
D;203;1884267;10;20010822 13:18;V;;;;;;
D;203;1884267;10;20010822 13:18;V;;;;;;
B;203;1884414;11;20010822 13:18;;;22;BOONAH AVE;MATRAVILLE;2036;;;20010329;20010510;525000;A;R;;;AC;;;7608855;
C;203;1884414;11;20010822 13:18;29//17032;
D;203;1884414;11;20010822 13:18;P;;;;;;
D;203;1884414;11;20010822 13:18;P;;;;;;
D;203;1884414;11;20010822 13:18;V;;;;;;
D;203;1884414;11;20010822 13:18;V;;;;;;
D;203;1884414;11;20010822 13:18;V;;;;;;
B;203;1884440;12;20010822 13:18;;15;702;BOTANY RD;MASCOT;2020;;;20010223;20010424;315000;;R;;15;;;;7604868;
C;203;1884440;12;20010822 13:18;15//SP 63418;
D;203;1884440;12;20010822 13:18;P;;;;;;
D;203;1884440;12;20010822 13:18;P;;;;;;
D;203;1884440;12;20010822 13:18;V;;;;;;
D;203;1884440;12;20010822 13:18;V;;;;;;
B;203;1884458;13;20010822 13:18;;;730;BOTANY RD;MASCOT;2020;;;20001215;20010228;750000;B;3;COMMERCIAL ;;EH;;;7575976;
C;203;1884458;13;20010822 13:18;1//666415;
D;203;1884458;13;20010822 13:18;P;;;;;;
D;203;1884458;13;20010822 13:18;P;;;;;;
D;203;1884458;13;20010822 13:18;P;;;;;;
D;203;1884458;13;20010822 13:18;P;;;;;;
D;203;1884458;13;20010822 13:18;V;;;;;;
B;203;1884643;14;20010822 13:18;;;1222;BOTANY RD;BOTANY;2019;240.2;M;20010202;20010316;305000;A;R;;;AG;;;7601245;
C;203;1884643;14;20010822 13:18;2//550960;
D;203;1884643;14;20010822 13:18;P;;;;;;
D;203;1884643;14;20010822 13:18;P;;;;;;
D;203;1884643;14;20010822 13:18;V;;;;;;
B;203;1884677;15;20010822 13:18;;;1288;BOTANY RD;BOTANY;2019;371.18;M;20000913;20010101;300000;A;R;;;AG;;;7612853;
C;203;1884677;15;20010822 13:18;1//727958;
D;203;1884677;15;20010822 13:18;P;;;;;;
D;203;1884677;15;20010822 13:18;P;;;;;;
D;203;1884677;15;20010822 13:18;V;;;;;;
B;203;1884775;16;20010822 13:18;;;1717;BOTANY RD;BOTANY;2019;1463;M;20010313;20010507;900000;I;3;FACTORY ;;HD;;;7616151;
C;203;1884775;16;20010822 13:18;1//612310;
D;203;1884775;16;20010822 13:18;P;;;;;;
D;203;1884775;16;20010822 13:18;V;;;;;;
B;203;1884865;17;20010822 13:18;;5;1469;BOTANY RD;BOTANY;2019;;;20010315;20010430;194000;;R;;5;;;;7592777;
C;203;1884865;17;20010822 13:18;5//11803;
D;203;1884865;17;20010822 13:18;P;;;;;;
D;203;1884865;17;20010822 13:18;P;;;;;;
D;203;1884865;17;20010822 13:18;V;;;;;;
D;203;1884865;17;20010822 13:18;V;;;;;;
B;203;1885110;18;20010822 13:18;;92;919;BOTANY RD;ROSEBERY;2018;;;20010219;20010403;259000;;R;;92;;;;7577334;
C;203;1885110;18;20010822 13:18;92//9019;
D;203;1885110;18;20010822 13:18;P;;;;;;
D;203;1885110;18;20010822 13:18;P;;;;;;
D;203;1885110;18;20010822 13:18;V;;;;;;
B;203;1885276;19;20010822 13:18;;;2 B;BRIGHTON ST;BOTANY;2019;322.5;M;20010327;20010426;445000;A;R;;;AF;;;7576886;
C;203;1885276;19;20010822 13:18;2//712925;
D;203;1885276;19;20010822 13:18;P;;;;;;
D;203;1885276;19;20010822 13:18;P;;;;;;
D;203;1885276;19;20010822 13:18;V;;;;;;
B;203;1885372;20;20010822 13:18;;6;32;BRITTAIN CRES;HILLSDALE;2036;;;20010402;20010514;201000;;R;;6;;;;7648509;
C;203;1885372;20;20010822 13:18;6//2719;
D;203;1885372;20;20010822 13:18;P;;;;;;
D;203;1885372;20;20010822 13:18;V;;;;;;
D;203;1885372;20;20010822 13:18;V;;;;;;
B;203;1885532;21;20010822 13:18;;1;29;BRITTAIN CRES;HILLSDALE;2036;;;20010509;20010523;220000;;R;;1;;;;7641855;
C;203;1885532;21;20010822 13:18;1//1908;
D;203;1885532;21;20010822 13:18;P;;;;;;
D;203;1885532;21;20010822 13:18;P;;;;;;
D;203;1885532;21;20010822 13:18;V;;;;;;
B;203;1885613;22;20010822 13:18;;;24;BRUSSELS ST;MASCOT;2020;490;M;20010224;20010409;0;A;V;;;AJ;;;7585648;
C;203;1885613;22;20010822 13:18;11/2/937;
D;203;1885613;22;20010822 13:18;P;;;;;;
D;203;1885613;22;20010822 13:18;V;;;;;;
B;203;1885627;23;20010822 13:18;;37;276;BUNNERONG RD;HILLSDALE;2036;;;20010418;20010516;310000;;R;;37;;;;7654139;
C;203;1885627;23;20010822 13:18;37//17424;
D;203;1885627;23;20010822 13:18;P;;;;;;
D;203;1885627;23;20010822 13:18;P;;;;;;
D;203;1885627;23;20010822 13:18;V;;;;;;
D;203;1885627;23;20010822 13:18;V;;;;;;
B;203;1885627;24;20010822 13:18;;50;276;BUNNERONG RD;HILLSDALE;2036;;;20010321;20010425;293000;;R;;50;;;;7578407;
C;203;1885627;24;20010822 13:18;50//17424;
D;203;1885627;24;20010822 13:18;P;;;;;;
D;203;1885627;24;20010822 13:18;P;;;;;;
D;203;1885627;24;20010822 13:18;V;;;;;;
B;203;1885627;25;20010822 13:18;;55;276;BUNNERONG RD;HILLSDALE;2036;;;20010323;20010504;284500;;R;;55;;;;7627004;
C;203;1885627;25;20010822 13:18;55//17424;
D;203;1885627;25;20010822 13:18;P;;;;;;
D;203;1885627;25;20010822 13:18;P;;;;;;
D;203;1885627;25;20010822 13:18;V;;;;;;
D;203;1885627;25;20010822 13:18;V;;;;;;
B;203;1885688;26;20010822 13:18;;;274;BUNNERONG RD;MATRAVILLE;2036;;;20010515;20010515;0;A;3;NULL;;BC;;;7609584;
C;203;1885688;26;20010822 13:18;B//402839;
D;203;1885688;26;20010822 13:18;P;;;;;;
D;203;1885688;26;20010822 13:18;P;;;;;;
D;203;1885688;26;20010822 13:18;V;;;;;;
B;203;1885691;27;20010822 13:18;;18;268 B;BUNNERONG RD;MATRAVILLE;2036;;;20010330;20010511;203000;;3;NULL;18;;;;7643929;
C;203;1885691;27;20010822 13:18;18//SP 3057;
D;203;1885691;27;20010822 13:18;P;;;;;;
D;203;1885691;27;20010822 13:18;V;;;;;;
D;203;1885691;27;20010822 13:18;V;;;;;;
B;203;1885902;28;20010822 13:18;;;3;CAPTAIN JACKA CRES;KINGSFORD;2032;;;19570923;20010504;6740;A;R;;;BA;;;7591793;
C;203;1885902;28;20010822 13:18;182//207550;
D;203;1885902;28;20010822 13:18;P;;;;;;
D;203;1885902;28;20010822 13:18;P;;;;;;
D;203;1885902;28;20010822 13:18;V;;;;;;
B;203;1885902;29;20010822 13:18;;;3;CAPTAIN JACKA CRES;KINGSFORD;2032;;;20010504;20010504;454000;A;R;;;BA;;;7591794;
C;203;1885902;29;20010822 13:18;182//207550;
D;203;1885902;29;20010822 13:18;P;;;;;;
