A;117;20020102 13:11;PTHIRLWELL;
B;117;1246731;1;20020102 13:11;;;29;BELAH ST;FORBES;2871;812.8;M;20010927;20011018;130000;A;R;RESIDENCE;;AA;;;8208012;
C;117;1246731;1;20020102 13:11;4//248054;
D;117;1246731;1;20020102 13:11;P;;;;;;
D;117;1246731;1;20020102 13:11;V;;;;;;
D;117;1246731;1;20020102 13:11;V;;;;;;
B;117;1246917;2;20020102 13:11;;;;BROOKE ST;FORBES;2871;3059;M;20011026;20011123;110000;I;V;VACANT LAND;;FA;;;8185052;
C;117;1246917;2;20020102 13:11;11//833686;
D;117;1246917;2;20020102 13:11;P;;;;;;
D;117;1246917;2;20020102 13:11;P;;;;;;
D;117;1246917;2;20020102 13:11;V;;;;;;
B;117;1246997;3;20020102 13:11;;;110;CALARIE RD;FORBES;2871;793.7;M;20011020;20011119;148000;A;R;RESIDENCE;;AH;;;8175856;
C;117;1246997;3;20020102 13:11;10//720585;
D;117;1246997;3;20020102 13:11;P;;;;;;
D;117;1246997;3;20020102 13:11;P;;;;;;
D;117;1246997;3;20020102 13:11;V;;;;;;
D;117;1246997;3;20020102 13:11;V;;;;;;
B;117;1247170;4;20020102 13:11;;;79;CHURCH ST;FORBES;2871;1072;M;20011011;20011126;78000;A;R;RESIDENCE;;RF;;;8204766;
C;117;1247170;4;20020102 13:11;53//881829;
D;117;1247170;4;20020102 13:11;P;;;;;;
D;117;1247170;4;20020102 13:11;P;;;;;;
D;117;1247170;4;20020102 13:11;V;;;;;;
B;117;1247526;5;20020102 13:11;;;16;ELIZABETH ST;FORBES;2871;7995;M;20010928;20011019;125000;A;R;RESIDENCE;;AD;;;8198269;
C;117;1247526;5;20020102 13:11;4//238714 1654//750158 1//796744;
D;117;1247526;5;20020102 13:11;P;;;;;;
D;117;1247526;5;20020102 13:11;P;;;;;;
D;117;1247526;5;20020102 13:11;V;;;;;;
D;117;1247526;5;20020102 13:11;V;;;;;;
B;117;1247872;6;20020102 13:11;;;91;FERRY ST;FORBES;2871;1012;M;20010630;20010727;62000;A;R;RESIDENCE;;AB;;;7926241;
C;117;1247872;6;20020102 13:11;18//87810;
D;117;1247872;6;20020102 13:11;P;;;;;;
D;117;1247872;6;20020102 13:11;V;;;;;;
B;117;1247875;7;20020102 13:11;;;97;FERRY ST;FORBES;2871;1012;M;20010630;20010727;62000;A;R;RESIDENCE;;AB;;;7926241;
C;117;1247875;7;20020102 13:11;15//87810;
D;117;1247875;7;20020102 13:11;P;;;;;;
D;117;1247875;7;20020102 13:11;V;;;;;;
B;117;1248184;8;20020102 13:11;;;;HEATHER ST;FORBES;2871;5.542;H;20010526;20010526;100000;S;V;VACANT LAND;;SA;;;8194107;
C;117;1248184;8;20020102 13:11;1695//46503 3//238714 1, 2, 3//585133 1713, 1714//728811 1508, 1671, 1;
C;117;1248184;8;20020102 13:11;672, 823//750158;
D;117;1248184;8;20020102 13:11;P;;;;;;
D;117;1248184;8;20020102 13:11;P;;;;;;
D;117;1248184;8;20020102 13:11;V;;;;;;
B;117;1248245;9;20020102 13:11;;;72;HILL ST;FORBES;2871;923.2;M;20011003;20011120;43000;A;V;VACANT LAND;;AB;;;8177172;
C;117;1248245;9;20020102 13:11;17/35/758418;
D;117;1248245;9;20020102 13:11;P;;;;;;
D;117;1248245;9;20020102 13:11;V;;;;;;
B;117;1248676;10;20020102 13:11;;;;ORANGE RD;FORBES;2871;4.783;H;20011022;20011119;250000;R;R;RESIDENCE;;RR;;;8184070;
C;117;1248676;10;20020102 13:11;988//750158;
D;117;1248676;10;20020102 13:11;P;;;;;;
D;117;1248676;10;20020102 13:11;P;;;;;;
D;117;1248676;10;20020102 13:11;V;;;;;;
D;117;1248676;10;20020102 13:11;V;;;;;;
B;117;1249255;11;20020102 13:11;;;69;SAM ST;FORBES;2871;7288;M;20011015;20011130;155000;A;R;RESIDENCE;;HD;;;8185683;
C;117;1249255;11;20020102 13:11;11//844724;
D;117;1249255;11;20020102 13:11;P;;;;;;
D;117;1249255;11;20020102 13:11;P;;;;;;
D;117;1249255;11;20020102 13:11;V;;;;;;
B;117;1249769;12;20020102 13:11;;;50;WILLIAM ST;FORBES;2871;1410;M;20011019;20011130;85000;A;R;RESIDENCE;;AB;;;8216402;
C;117;1249769;12;20020102 13:11;C//338614;
D;117;1249769;12;20020102 13:11;P;;;;;;
D;117;1249769;12;20020102 13:11;V;;;;;;
D;117;1249769;12;20020102 13:11;V;;;;;;
B;117;2846271;13;20020102 13:11;;;216;FARNELL ST;FORBES;2871;1251;M;20011128;20011210;40000;;V;VACANT LAND;;;;;8213981;
C;117;2846271;13;20020102 13:11;23//1031494;
D;117;2846271;13;20020102 13:11;P;;;;;;
D;117;2846271;13;20020102 13:11;P;;;;;;
D;117;2846271;13;20020102 13:11;V;;;;;;
D;117;2846271;13;20020102 13:11;V;;;;;;
B;117;2880445;14;20020102 13:11;;;69;RANKIN ST;FORBES;2871;497.8;M;20010703;20010803;248380;;3;COMMERCIAL;;;;;8213835;
C;117;2880445;14;20020102 13:11;1//175989 10/63/758418;
D;117;2880445;14;20020102 13:11;P;;;;;;
Z;72;14;15;41;
