A;142;20020603 10:22;PTHIRLWELL;
B;142;1508832;1;20020603 10:22;;14;1;ABOUKIR ST;ROCKDALE;2216;;;20020208;20020412;352000;;R;RESIDENCE;14;;;;8580226;
C;142;1508832;1;20020603 10:22;14//SP 58236;
D;142;1508832;1;20020603 10:22;P;;;;;;
D;142;1508832;1;20020603 10:22;P;;;;;;
D;142;1508832;1;20020603 10:22;V;;;;;;
D;142;1508832;1;20020603 10:22;V;;;;;;
B;142;1508977;2;20020603 10:22;;;9;ALABAMA AVE;BEXLEY;2207;556.4;M;20020306;20020501;393000;A;R;RESIDENCE;;XP;;;8610847;
C;142;1508977;2;20020603 10:22;2//219663;
D;142;1508977;2;20020603 10:22;P;;;;;;
D;142;1508977;2;20020603 10:22;P;;;;;;
D;142;1508977;2;20020603 10:22;V;;;;;;
B;142;1509296;3;20020603 10:22;;7;1;ALEXANDRA PDE;ROCKDALE;2216;;;20020312;20020419;291000;;R;RESIDENCE;7;;;;8565424;
C;142;1509296;3;20020603 10:22;7//SP 56454;
D;142;1509296;3;20020603 10:22;P;;;;;;
D;142;1509296;3;20020603 10:22;P;;;;;;
D;142;1509296;3;20020603 10:22;V;;;;;;
D;142;1509296;3;20020603 10:22;V;;;;;;
B;142;1509558;4;20020603 10:22;;1;107;ALFRED ST;SANS SOUCI;2219;;;20020325;20020503;390000;;R;RESIDENCE;1;;;;8594786;
C;142;1509558;4;20020603 10:22;1//13352;
D;142;1509558;4;20020603 10:22;P;;;;;;
D;142;1509558;4;20020603 10:22;V;;;;;;
B;142;1510143;5;20020603 10:22;;2;86;ALFRED ST;SANS SOUCI;2219;;;20020304;20020503;310000;;R;RESIDENCE;2;;;;8583100;
C;142;1510143;5;20020603 10:22;2//SP 46143;
D;142;1510143;5;20020603 10:22;P;;;;;;
D;142;1510143;5;20020603 10:22;V;;;;;;
B;142;1510143;6;20020603 10:22;;47;86;ALFRED ST;SANS SOUCI;2219;;;20020304;20020503;310000;;R;RESIDENCE;47;;;;8583100;
C;142;1510143;6;20020603 10:22;47//SP 46143;
D;142;1510143;6;20020603 10:22;P;;;;;;
D;142;1510143;6;20020603 10:22;V;;;;;;
B;142;1510362;7;20020603 10:22;;11;18;ALLEN ST;ARNCLIFFE;2205;;;20020506;20020517;885000;;R;RESIDENCE;11;;;;8636776;
C;142;1510362;7;20020603 10:22;11//60530;
D;142;1510362;7;20020603 10:22;P;;;;;;
D;142;1510362;7;20020603 10:22;V;;;;;;
B;142;1510729;8;20020603 10:22;;51;2;ASHTON ST;ROCKDALE;2216;;;20020415;20020517;319000;;3;UNIT;51;;;;8627432;
C;142;1510729;8;20020603 10:22;51//SP 52030;
D;142;1510729;8;20020603 10:22;P;;;;;;
D;142;1510729;8;20020603 10:22;P;;;;;;
D;142;1510729;8;20020603 10:22;V;;;;;;
D;142;1510729;8;20020603 10:22;V;;;;;;
B;142;1510729;9;20020603 10:22;;75;2;ASHTON ST;ROCKDALE;2216;;;20020318;20020424;328000;;R;RESIDENCE;75;;;;8538998;
C;142;1510729;9;20020603 10:22;75//SP 52030;
D;142;1510729;9;20020603 10:22;P;;;;;;
D;142;1510729;9;20020603 10:22;V;;;;;;
B;142;1511082;10;20020603 10:22;;6;55;AUSTRAL ST;KOGARAH;2217;;;20020302;20020415;345000;;R;RESIDENCE;6;;;;8573430;
C;142;1511082;10;20020603 10:22;6//SP 2925;
D;142;1511082;10;20020603 10:22;P;;;;;;
D;142;1511082;10;20020603 10:22;V;;;;;;
B;142;1511118;11;20020603 10:22;;;27;AUSTRAL ST;KOGARAH;2217;;;20020324;20020501;240000;A;R;RESIDENCE;;XC;;;8579833;
C;142;1511118;11;20020603 10:22;1//14927;
D;142;1511118;11;20020603 10:22;P;;;;;;
D;142;1511118;11;20020603 10:22;P;;;;;;
D;142;1511118;11;20020603 10:22;V;;;;;;
D;142;1511118;11;20020603 10:22;V;;;;;;
B;142;1511169;12;20020603 10:22;;23;53;BANKS ST;MONTEREY;2217;;;20020321;20020502;255500;;R;RESIDENCE;23;;;;8589886;
C;142;1511169;12;20020603 10:22;23//1295;
D;142;1511169;12;20020603 10:22;P;;;;;;
D;142;1511169;12;20020603 10:22;P;;;;;;
D;142;1511169;12;20020603 10:22;V;;;;;;
D;142;1511169;12;20020603 10:22;V;;;;;;
B;142;1511216;13;20020603 10:22;;4;45;BANKS ST;MONTEREY;2217;;;20020309;20020422;315000;;R;RESIDENCE;4;;;;8537948;
C;142;1511216;13;20020603 10:22;4//1461;
D;142;1511216;13;20020603 10:22;P;;;;;;
D;142;1511216;13;20020603 10:22;P;;;;;;
D;142;1511216;13;20020603 10:22;V;;;;;;
B;142;1511216;14;20020603 10:22;;16;45;BANKS ST;MONTEREY;2217;;;20020309;20020422;315000;;R;RESIDENCE;16;;;;8537948;
C;142;1511216;14;20020603 10:22;16//1461;
D;142;1511216;14;20020603 10:22;P;;;;;;
D;142;1511216;14;20020603 10:22;P;;;;;;
D;142;1511216;14;20020603 10:22;V;;;;;;
D;142;1511216;14;20020603 10:22;V;;;;;;
B;142;1511243;15;20020603 10:22;;8;41;BANKS ST;MONTEREY;2217;;;20020328;20020509;321000;;R;RESIDENCE;8;;;;8623023;
C;142;1511243;15;20020603 10:22;8//3390;
D;142;1511243;15;20020603 10:22;P;;;;;;
D;142;1511243;15;20020603 10:22;V;;;;;;
D;142;1511243;15;20020603 10:22;V;;;;;;
D;142;1511243;15;20020603 10:22;V;;;;;;
D;142;1511243;15;20020603 10:22;V;;;;;;
B;142;1511243;16;20020603 10:22;;11;41;BANKS ST;MONTEREY;2217;;;20020311;20020422;325000;;R;RESIDENCE;11;;;;8588594;
C;142;1511243;16;20020603 10:22;11//3390;
D;142;1511243;16;20020603 10:22;P;;;;;;
D;142;1511243;16;20020603 10:22;P;;;;;;
D;142;1511243;16;20020603 10:22;V;;;;;;
B;142;1511243;17;20020603 10:22;;19;41;BANKS ST;MONTEREY;2217;;;20020311;20020422;325000;;R;RESIDENCE;19;;;;8588594;
C;142;1511243;17;20020603 10:22;19//3390;
D;142;1511243;17;20020603 10:22;P;;;;;;
D;142;1511243;17;20020603 10:22;P;;;;;;
D;142;1511243;17;20020603 10:22;V;;;;;;
B;142;1511274;18;20020603 10:22;;15;39;BANKS ST;MONTEREY;2217;;;20020221;20020328;275000;;R;RESIDENCE;15;;;;8559476;
C;142;1511274;18;20020603 10:22;15//581;
D;142;1511274;18;20020603 10:22;P;;;;;;
D;142;1511274;18;20020603 10:22;V;;;;;;
B;142;1511274;19;20020603 10:22;;23;39;BANKS ST;MONTEREY;2217;;;20020221;20020328;275000;;R;RESIDENCE;23;;;;8559476;
C;142;1511274;19;20020603 10:22;23//581;
D;142;1511274;19;20020603 10:22;P;;;;;;
D;142;1511274;19;20020603 10:22;V;;;;;;
B;142;1511407;20;20020603 10:22;;11;34;BANKS ST;BRIGHTON-LE-SANDS;2216;;;20020225;20020503;275000;;R;RESIDENCE;11;;;;8594155;
C;142;1511407;20;20020603 10:22;11//1073;
D;142;1511407;20;20020603 10:22;P;;;;;;
D;142;1511407;20;20020603 10:22;V;;;;;;
B;142;1511923;21;20020603 10:22;;;134;BARTON ST;MONTEREY;2217;465;M;20020414;20020524;721000;A;R;RESIDENCE;;XD;;;8637842;
C;142;1511923;21;20020603 10:22;6//583923;
D;142;1511923;21;20020603 10:22;P;;;;;;
D;142;1511923;21;20020603 10:22;V;;;;;;
D;142;1511923;21;20020603 10:22;V;;;;;;
B;142;1511980;22;20020603 10:22;;7;89;BARTON ST;MONTEREY;2217;;;20020321;20020502;483000;;R;RESIDENCE;7;;;;8570411;
C;142;1511980;22;20020603 10:22;7//3774;
D;142;1511980;22;20020603 10:22;P;;;;;;
D;142;1511980;22;20020603 10:22;P;;;;;;
D;142;1511980;22;20020603 10:22;V;;;;;;
D;142;1511980;22;20020603 10:22;V;;;;;;
B;142;1512215;23;20020603 10:22;;10;33;BAXTER AVE;ROCKDALE;2216;;;20020314;20020426;258000;;R;RESIDENCE;10;;;;8602635;
C;142;1512215;23;20020603 10:22;10//5006;
D;142;1512215;23;20020603 10:22;P;;;;;;
D;142;1512215;23;20020603 10:22;V;;;;;;
D;142;1512215;23;20020603 10:22;V;;;;;;
B;142;1512215;24;20020603 10:22;;27;33;BAXTER AVE;ROCKDALE;2216;;;20020314;20020426;258000;;R;RESIDENCE;27;;;;8602635;
C;142;1512215;24;20020603 10:22;27//5006;
D;142;1512215;24;20020603 10:22;P;;;;;;
D;142;1512215;24;20020603 10:22;V;;;;;;
D;142;1512215;24;20020603 10:22;V;;;;;;
D;142;1512215;24;20020603 10:22;V;;;;;;
B;142;1512340;25;20020603 10:22;;15;9;BAXTER AVE;KOGARAH;2217;;;20020201;20020304;315000;;R;RESIDENCE;15;;;;8573527;
C;142;1512340;25;20020603 10:22;15//37522;
D;142;1512340;25;20020603 10:22;P;;;;;;
D;142;1512340;25;20020603 10:22;P;;;;;;
D;142;1512340;25;20020603 10:22;V;;;;;;
D;142;1512340;25;20020603 10:22;V;;;;;;
B;142;1512551;26;20020603 10:22;;11;334;BAY ST;BRIGHTON-LE-SANDS;2216;;;20020216;20020513;420000;;R;RESIDENCE;11;;;;8609927;
