A;199;20011109 15:19;CDIXON;
B;199;1880403;1;20011109 15:19;;;14;OLIVER ST;BUNDARRA;2359;1802;M;20010822;20010921;30000;Z;R;RESIDENCE;;VB;;;7974175;
C;199;1880403;1;20011109 15:19;1//787848;
D;199;1880403;1;20011109 15:19;P;;;;;;
D;199;1880403;1;20011109 15:19;V;;;;;;
B;199;1880459;2;20011109 15:19;;;;WORTHINGTON ST;BUNDARRA;2359;;;20010713;20010816;85000;Z;R;RESIDENCE;;VB;AC;;7943085;
C;199;1880459;2;20011109 15:19;8/55/758181;
D;199;1880459;2;20011109 15:19;P;;;;;;
D;199;1880459;2;20011109 15:19;P;;;;;;
D;199;1880459;2;20011109 15:19;V;;;;;;
D;199;1880459;2;20011109 15:19;V;;;;;;
B;199;1880581;3;20011109 15:19;;;;;URALLA;2358;1253;H;20010510;20010716;910000;R;R;RESIDENCE;;DZ;RG;;7815851;
C;199;1880581;3;20011109 15:19;A//415343 B, C, D//415344 PT 10, 109, 110, PT 111, 112, 113, 117, 126,;
C;199;1880581;3;20011109 15:19; 15, PT 29, 49, 7, 70, 8, //753648 Conditional Lease RDS LEASE OVER PR;
C;199;1880581;3;20011109 15:19;OPERTY;
D;199;1880581;3;20011109 15:19;P;;;;;;
D;199;1880581;3;20011109 15:19;V;;;;;;
B;199;1881504;4;20011109 15:19;LAKEVIEW;;;;URALLA;2358;496.6;H;20010223;20010424;1165650;R;3;FARM/RURAL;;BZ;RG;;7589195;
C;199;1881504;4;20011109 15:19;1, 2//169756 2//655572 4//655573 PT 130, PT 161, 163, 360, 361, 363, P;
C;199;1881504;4;20011109 15:19;T 364, PT 365, 370, 371, 617//755846;
D;199;1881504;4;20011109 15:19;P;;;;;;
D;199;1881504;4;20011109 15:19;V;;;;;;
B;199;1881748;5;20011109 15:19;;;134;BRIDGE ST;URALLA;2358;973.8;M;20010813;20010828;72000;A;R;RESIDENCE;;LD;AC;;7965477;
C;199;1881748;5;20011109 15:19;1//17565;
D;199;1881748;5;20011109 15:19;P;;;;;;
D;199;1881748;5;20011109 15:19;V;;;;;;
D;199;1881748;5;20011109 15:19;V;;;;;;
B;199;1882078;6;20011109 15:19;;;27;GOSTWYCK ST;URALLA;2358;1013;M;20010716;20010824;65000;A;R;RESIDENCE;;LF;;;7970701;
C;199;1882078;6;20011109 15:19;3//2662;
D;199;1882078;6;20011109 15:19;P;;;;;;
D;199;1882078;6;20011109 15:19;V;;;;;;
B;199;1882098;7;20011109 15:19;;;30;GOSTWYCK ST;URALLA;2358;1507;M;20010817;20010907;83500;A;R;RESIDENCE;;LF;AC;;7950011;
C;199;1882098;7;20011109 15:19;12//792671;
D;199;1882098;7;20011109 15:19;P;;;;;;
D;199;1882098;7;20011109 15:19;V;;;;;;
D;199;1882098;7;20011109 15:19;V;;;;;;
B;199;1882329;8;20011109 15:19;;;7;MARSH ST;URALLA;2358;1998;M;20010727;20010907;61000;A;R;RESIDENCE;;LD;AC;;7938169;
C;199;1882329;8;20011109 15:19;17/A/6763;
D;199;1882329;8;20011109 15:19;P;;;;;;
D;199;1882329;8;20011109 15:19;P;;;;;;
D;199;1882329;8;20011109 15:19;V;;;;;;
B;199;1882362;9;20011109 15:19;;;18;MCGREGOR ST;URALLA;2358;1031;M;20010808;20010910;109000;A;R;RESIDENCE;;LF;AC;;7937807;
C;199;1882362;9;20011109 15:19;10//2662;
D;199;1882362;9;20011109 15:19;P;;;;;;
D;199;1882362;9;20011109 15:19;V;;;;;;
Z;46;9;12;23;
