A;157;20110801 02:21;VALNET;
B;157;2858087;1;20110801 02:21;;;;DORSHAE CL;SOUTH WEST ROCKS;2431;2428;M;20110609;20110708;142000;A;V;VACANT LAND;;AP;;0;AG364984;
C;157;2858087;1;20110801 02:21;72/1033750;
D;157;2858087;1;20110801 02:21;P;;;;;;
D;157;2858087;1;20110801 02:21;P;;;;;;
D;157;2858087;1;20110801 02:21;P;;;;;;
D;157;2858087;1;20110801 02:21;V;;;;;;
B;157;1725354;2;20110801 02:21;;;10;ANGUS AVE;WEST KEMPSEY;2440;411;M;20110602;20110715;155000;A;R;RESIDENCE;;AA;;0;AG380791;
C;157;1725354;2;20110801 02:21;3/349314;
D;157;1725354;2;20110801 02:21;P;;;;;;
D;157;1725354;2;20110801 02:21;V;;;;;;
D;157;1725354;2;20110801 02:21;V;;;;;;
B;157;1730999;3;20110801 02:21;;;12;JOHN TAGGART CL;SOUTH WEST ROCKS;2431;687.5;M;20110616;20110706;278000;A;R;RESIDENCE;;AL;;0;AG388812;
C;157;1730999;3;20110801 02:21;24/257359;
D;157;1730999;3;20110801 02:21;P;;;;;;
D;157;1730999;3;20110801 02:21;V;;;;;;
D;157;1730999;3;20110801 02:21;V;;;;;;
B;157;1725746;4;20110801 02:21;;12;65;BROUGHTON ST;WEST KEMPSEY;2440;;;20110405;20110715;220000;;R;RESIDENCE;12;;;0;AG388179;
C;157;1725746;4;20110801 02:21;12/SP63008;
D;157;1725746;4;20110801 02:21;P;;;;;;
D;157;1725746;4;20110801 02:21;V;;;;;;
D;157;1725746;4;20110801 02:21;V;;;;;;
B;157;1729491;5;20110801 02:21;;;245;ARAKOON RD;ARAKOON;2431;1.465;H;20110610;20110708;370000;R;R;RESIDENCE;;RA;;0;AG363399;
C;157;1729491;5;20110801 02:21;6/774762;
D;157;1729491;5;20110801 02:21;P;;;;;;
D;157;1729491;5;20110801 02:21;P;;;;;;
D;157;1729491;5;20110801 02:21;V;;;;;;
D;157;1729491;5;20110801 02:21;V;;;;;;
B;157;1732080;6;20110801 02:21;;;21;FREDERICK KELLY ST;SOUTH WEST ROCKS;2431;1206;M;20110526;20110708;407000;I;3;INDUSTRIAL;;FE;;0;AG371428;
C;157;1732080;6;20110801 02:21;38/808194;
D;157;1732080;6;20110801 02:21;P;;;;;;
D;157;1732080;6;20110801 02:21;V;;;;;;
D;157;1732080;6;20110801 02:21;V;;;;;;
B;157;3535952;7;20110801 02:21;;;24;ACACIA PL;YARRAVEL;2440;1.421;H;20110513;20110624;140000;R;V;VACANT LAND;;AU;;0;AG359390;
C;157;3535952;7;20110801 02:21;146/1154042;
D;157;3535952;7;20110801 02:21;P;;;;;;
D;157;3535952;7;20110801 02:21;V;;;;;;
B;157;3565815;8;20110801 02:21;;;;MACKENZIES CREEK RD;BELLBROOK;2440;144.68;H;20110504;20110616;300000;R;3;FARM/RURAL;;RC;;0;AG370426;
C;157;3565815;8;20110801 02:21;42, 53/752421;
D;157;3565815;8;20110801 02:21;P;;;;;;
D;157;3565815;8;20110801 02:21;P;;;;;;
D;157;3565815;8;20110801 02:21;V;;;;;;
D;157;3565815;8;20110801 02:21;V;;;;;;
B;157;3591877;9;20110801 02:21;;;;FIFES CREEK RD;BELLBROOK;2440;16.997;H;20110419;20110531;73000;;V;VACANT LAND;;;;0;AG351644;
C;157;3591877;9;20110801 02:21;54/752421 Enclosure Permit 38801;
D;157;3591877;9;20110801 02:21;P;;;;;;
D;157;3591877;9;20110801 02:21;P;;;;;;
D;157;3591877;9;20110801 02:21;P;;;;;;
D;157;3591877;9;20110801 02:21;V;;;;;;
B;157;3591882;10;20110801 02:21;;;;EUROKA RD;EUROKA;2440;2.995;H;20110520;20110701;240000;;V;VACANT LAND;;;;0;AG361548;
C;157;3591882;10;20110801 02:21;12/607470;
D;157;3591882;10;20110801 02:21;P;;;;;;
D;157;3591882;10;20110801 02:21;P;;;;;;
D;157;3591882;10;20110801 02:21;V;;;;;;
D;157;3591882;10;20110801 02:21;V;;;;;;
D;157;3591882;10;20110801 02:21;V;;;;;;
D;157;3591882;10;20110801 02:21;V;;;;;;
D;157;3591882;10;20110801 02:21;V;;;;;;
D;157;3591882;10;20110801 02:21;V;;;;;;
B;157;3151335;11;20110801 02:21;;;12;RIPPON PL;SOUTH WEST ROCKS;2431;600.4;M;20110506;20110602;305000;A;R;RESIDENCE;;AL;;0;AG375794;
C;157;3151335;11;20110801 02:21;5/1078114;
D;157;3151335;11;20110801 02:21;P;;;;;;
D;157;3151335;11;20110801 02:21;P;;;;;;
D;157;3151335;11;20110801 02:21;P;;;;;;
D;157;3151335;11;20110801 02:21;V;;;;;;
B;157;3339685;12;20110801 02:21;;;3;CHAPMAN ST;FREDERICKTON;2440;1385;M;20110524;20110705;170000;Z;R;RESIDENCE;;ZB;;0;AG380116;
C;157;3339685;12;20110801 02:21;3/1045544;
D;157;3339685;12;20110801 02:21;P;;;;;;
D;157;3339685;12;20110801 02:21;P;;;;;;
D;157;3339685;12;20110801 02:21;V;;;;;;
Z;71;12;12;45;
