A;101;20011203 12:47;CDIXON;
B;101;1053485;1;20011203 12:47;;;17;AINSDALE ST;SUSSEX INLET;2540;669.1;M;20011017;20011029;129000;A;R;RESIDENCE;;SD;;;8087579;
C;101;1053485;1;20011203 12:47;5/13/255460;
D;101;1053485;1;20011203 12:47;P;;;;;;
D;101;1053485;1;20011203 12:47;P;;;;;;
D;101;1053485;1;20011203 12:47;V;;;;;;
D;101;1053485;1;20011203 12:47;V;;;;;;
B;101;1053489;2;20011203 12:47;;;4;AINSDALE ST;SUSSEX INLET;2540;663.1;M;20011009;20011120;97000;A;R;RESIDENCE;;SD;;;8145725;
C;101;1053489;2;20011203 12:47;13/12/255460;
D;101;1053489;2;20011203 12:47;P;;;;;;
D;101;1053489;2;20011203 12:47;P;;;;;;
D;101;1053489;2;20011203 12:47;V;;;;;;
D;101;1053489;2;20011203 12:47;V;;;;;;
B;101;1053621;3;20011203 12:47;;;164;ALBATROSS RD;NOWRA;2541;5520;M;20010829;20011012;157000;R;R;RESIDENCE;;RN;;;8045618;
C;101;1053621;3;20011203 12:47;63//29970;
D;101;1053621;3;20011203 12:47;P;;;;;;
D;101;1053621;3;20011203 12:47;P;;;;;;
D;101;1053621;3;20011203 12:47;V;;;;;;
D;101;1053621;3;20011203 12:47;V;;;;;;
B;101;1053751;4;20011203 12:47;;;36;ALBERT ST;BERRY;2535;992.7;M;20010928;20011102;275000;A;R;RESIDENCE;;DB;;;8123025;
C;101;1053751;4;20011203 12:47;3//510786;
D;101;1053751;4;20011203 12:47;P;;;;;;
D;101;1053751;4;20011203 12:47;V;;;;;;
D;101;1053751;4;20011203 12:47;V;;;;;;
B;101;1053986;5;20011203 12:47;;;11;ALLISON AVE;EAST NOWRA;2541;676.6;M;20011029;20011119;135000;A;R;RESIDENCE;;GV;;;8141741;
C;101;1053986;5;20011203 12:47;135//243305;
D;101;1053986;5;20011203 12:47;P;;;;;;
D;101;1053986;5;20011203 12:47;V;;;;;;
B;101;1054041;6;20011203 12:47;;;11;ALMA AVE;FISHERMANS PARADISE;2539;708.2;M;20010914;20011015;31500;Z;V;VACANT LAND;;WA;;;8114818;
C;101;1054041;6;20011203 12:47;93//25478;
D;101;1054041;6;20011203 12:47;P;;;;;;
D;101;1054041;6;20011203 12:47;P;;;;;;
D;101;1054041;6;20011203 12:47;V;;;;;;
D;101;1054041;6;20011203 12:47;V;;;;;;
B;101;1054053;7;20011203 12:47;;;22;ALMA AVE;FISHERMANS PARADISE;2539;626;M;20010925;20011023;23000;Z;V;VACANT LAND;;WA;;;8064181;
C;101;1054053;7;20011203 12:47;120//26974;
D;101;1054053;7;20011203 12:47;P;;;;;;
D;101;1054053;7;20011203 12:47;P;;;;;;
D;101;1054053;7;20011203 12:47;V;;;;;;
B;101;1054198;8;20011203 12:47;;1;1;ANDERSON AVE;NOWRA;2541;;;20010801;20010905;102000;;R;RESIDENCE;1;;;;8127313;
C;101;1054198;8;20011203 12:47;1//8390;
D;101;1054198;8;20011203 12:47;P;;;;;;
D;101;1054198;8;20011203 12:47;P;;;;;;
B;101;1054244;9;20011203 12:47;;;33;ANEY ST;LAKE CONJOLA;2539;854.9;M;20011101;20011101;40000;Z;V;VACANT LAND;;WD;;;8079878;
C;101;1054244;9;20011203 12:47;26//708730;
D;101;1054244;9;20011203 12:47;P;;;;;;
D;101;1054244;9;20011203 12:47;V;;;;;;
D;101;1054244;9;20011203 12:47;V;;;;;;
B;101;1054245;10;20011203 12:47;;;1;ANGLERS PDE;FISHERMANS PARADISE;2539;727.2;M;20010907;20011012;48000;Z;R;RESIDENCE;;WA;;;8076144;
C;101;1054245;10;20011203 12:47;47//25478;
D;101;1054245;10;20011203 12:47;P;;;;;;
D;101;1054245;10;20011203 12:47;P;;;;;;
D;101;1054245;10;20011203 12:47;V;;;;;;
B;101;1054267;11;20011203 12:47;;;49;ANGLERS PDE;FISHERMANS PARADISE;2539;695.6;M;20010914;20011102;34000;Z;V;VACANT LAND;;WA;;;8083602;
C;101;1054267;11;20011203 12:47;209//26974;
D;101;1054267;11;20011203 12:47;P;;;;;;
D;101;1054267;11;20011203 12:47;P;;;;;;
D;101;1054267;11;20011203 12:47;V;;;;;;
D;101;1054267;11;20011203 12:47;V;;;;;;
B;101;1054273;12;20011203 12:47;;;67;ANGLERS PDE;FISHERMANS PARADISE;2539;1391;M;20011011;20011113;120000;Z;R;RESIDENCE;;WA;;;8138517;
C;101;1054273;12;20011203 12:47;217, 218//26974;
D;101;1054273;12;20011203 12:47;P;;;;;;
D;101;1054273;12;20011203 12:47;P;;;;;;
D;101;1054273;12;20011203 12:47;V;;;;;;
D;101;1054273;12;20011203 12:47;V;;;;;;
