A;139;20030501 12:44;PBARBER;
B;139;1449187;1;20030501 12:44;"MIDDLETON TERRACE";3;164 A;BURWOOD RD;CONCORD;2137;;;20030227;20030227;540000;;R;RESIDENCE;3;;;;9530827;
C;139;1449187;1;20030501 12:44;3//SP 46634;
D;139;1449187;1;20030501 12:44;P;;;;;;
D;139;1449187;1;20030501 12:44;P;;;;;;
D;139;1449187;1;20030501 12:44;V;;;;;;
D;139;1449187;1;20030501 12:44;V;;;;;;
B;139;1449209;2;20030501 12:44;;3;;BURWOOD RD;CONCORD;2137;;;20030219;20030321;582500;;R;RESIDENCE;3;;;;9526569;
C;139;1449209;2;20030501 12:44;3//SP 57915;
D;139;1449209;2;20030501 12:44;P;;;;;;
D;139;1449209;2;20030501 12:44;V;;;;;;
B;139;1449256;3;20030501 12:44;;;;BURWOOD RD;CONCORD;2137;322.7;M;20021108;20030331;1390000;A;R;RESIDENCE;;EK;;;9549755;
C;139;1449256;3;20030501 12:44;22//270150;
D;139;1449256;3;20030501 12:44;P;;;;;;
D;139;1449256;3;20030501 12:44;P;;;;;;
D;139;1449256;3;20030501 12:44;V;;;;;;
D;139;1449256;3;20030501 12:44;V;;;;;;
B;139;1449916;4;20030501 12:44;;;2;CHARLTON DR;LIBERTY GROVE;2138;121;M;20030208;20030422;546000;A;R;RESIDENCE;;ES;;;9549798;
C;139;1449916;4;20030501 12:44;311//270137;
D;139;1449916;4;20030501 12:44;P;;;;;;
D;139;1449916;4;20030501 12:44;V;;;;;;
B;139;1452617;5;20030501 12:44;;72;23;GEORGE ST;NORTH STRATHFIELD;2137;;;20030227;20030411;355000;;R;RESIDENCE;72;;;;9544969;
C;139;1452617;5;20030501 12:44;72//SP 60477;
D;139;1452617;5;20030501 12:44;P;;;;;;
D;139;1452617;5;20030501 12:44;P;;;;;;
D;139;1452617;5;20030501 12:44;V;;;;;;
D;139;1452617;5;20030501 12:44;V;;;;;;
B;139;1453353;6;20030501 12:44;;;23;HOSPITAL RD;CONCORD WEST;2138;;;20030221;20030328;530000;A;R;RESIDENCE;;EC;;;9523873;
C;139;1453353;6;20030501 12:44;82//14232;
D;139;1453353;6;20030501 12:44;P;;;;;;
D;139;1453353;6;20030501 12:44;V;;;;;;
B;139;1454473;7;20030501 12:44;;15;103;MAJORS BAY RD;CONCORD;2137;;;20030117;20030319;225000;;3;COMMERCIAL;15;;;;9521461;
C;139;1454473;7;20030501 12:44;15//SP 20209;
D;139;1454473;7;20030501 12:44;P;;;;;;
D;139;1454473;7;20030501 12:44;V;;;;;;
D;139;1454473;7;20030501 12:44;V;;;;;;
B;139;1455345;8;20030501 12:44;;;41;NIRRANDA ST;CONCORD WEST;2138;;;20030201;20030325;770000;A;R;RESIDENCE;;EC;;;9522503;
C;139;1455345;8;20030501 12:44;66/C/11996;
D;139;1455345;8;20030501 12:44;P;;;;;;
D;139;1455345;8;20030501 12:44;P;;;;;;
D;139;1455345;8;20030501 12:44;V;;;;;;
D;139;1455345;8;20030501 12:44;V;;;;;;
B;139;1455548;9;20030501 12:44;;;135;PARRAMATTA RD;STRATHFIELD;2135;234;M;20030221;20030221;140000;B;R;RESIDENCE;;CM;;;9527901;
C;139;1455548;9;20030501 12:44;Y//413929;
D;139;1455548;9;20030501 12:44;P;;;;;;
D;139;1455548;9;20030501 12:44;V;;;;;;
B;139;1456266;10;20030501 12:44;;;8;ROSEMEADOW DR;CONCORD;2137;351.7;M;20030111;20030326;1600000;A;R;RESIDENCE;;EK;;;9545915;
C;139;1456266;10;20030501 12:44;10//270193;
D;139;1456266;10;20030501 12:44;P;;;;;;
