A;014;20110801 01:57;VALNET;
B;014;336648;1;20110801 01:57;;;42;BONDI RD;THE ENTRANCE NORTH;2261;657.6;M;20110603;20110707;390000;A;R;RESIDENCE;;CL;;0;AG377210;
C;014;336648;1;20110801 01:57;222/18958;
D;014;336648;1;20110801 01:57;P;;;;;;
D;014;336648;1;20110801 01:57;P;;;;;;
D;014;336648;1;20110801 01:57;V;;;;;;
B;014;331741;2;20110801 01:57;;;1;ALPINE AVE;SAN REMO;2262;746.1;M;20110719;20110719;270000;A;R;RESIDENCE;;CV;;0;AG385591;
C;014;331741;2;20110801 01:57;16/241661;
D;014;331741;2;20110801 01:57;P;;;;;;
D;014;331741;2;20110801 01:57;P;;;;;;
D;014;331741;2;20110801 01:57;V;;;;;;
D;014;331741;2;20110801 01:57;V;;;;;;
B;014;333057;3;20110801 01:57;;;35;ATHOL ST;TOUKLEY;2263;746.1;M;20110506;20110617;260000;A;R;RESIDENCE;;MD;;0;AG374450;
C;014;333057;3;20110801 01:57;244/21154;
D;014;333057;3;20110801 01:57;P;;;;;;
D;014;333057;3;20110801 01:57;V;;;;;;
B;014;341708;4;20110801 01:57;;;9;CLUCAS AVE;GOROKAN;2263;556.4;M;20110615;20110714;170000;A;R;RESIDENCE;;CM;;0;AG391196;
C;014;341708;4;20110801 01:57;68/29759;
D;014;341708;4;20110801 01:57;P;;;;;;
D;014;341708;4;20110801 01:57;V;;;;;;
D;014;341708;4;20110801 01:57;V;;;;;;
B;014;342080;5;20110801 01:57;;;99;COLORADO DR;BLUE HAVEN;2262;522.1;M;20110618;20110718;320000;A;R;RESIDENCE;;CD;;0;AG387225;
C;014;342080;5;20110801 01:57;409/1013052;
D;014;342080;5;20110801 01:57;P;;;;;;
D;014;342080;5;20110801 01:57;P;;;;;;
D;014;342080;5;20110801 01:57;V;;;;;;
B;014;344806;6;20110801 01:57;;12;59;DENING ST;THE ENTRANCE;2261;;;20110531;20110712;310000;;R;RESIDENCE;12;;;0;AG370169;
C;014;344806;6;20110801 01:57;12/SP32670;
D;014;344806;6;20110801 01:57;P;;;;;;
D;014;344806;6;20110801 01:57;P;;;;;;
D;014;344806;6;20110801 01:57;V;;;;;;
D;014;344806;6;20110801 01:57;V;;;;;;
B;014;344857;7;20110801 01:57;;6;38;DENING ST;THE ENTRANCE;2261;;;20110530;20110711;280000;;R;RESIDENCE;6;;;0;AG366502;
C;014;344857;7;20110801 01:57;6/SP20471;
D;014;344857;7;20110801 01:57;P;;;;;;
D;014;344857;7;20110801 01:57;P;;;;;;
D;014;344857;7;20110801 01:57;V;;;;;;
B;014;347854;8;20110801 01:57;;18;3;FAIRPORT AVE;THE ENTRANCE;2261;;;20110518;20110518;88333;;R;RESIDENCE;18;;;0;AG372495;
C;014;347854;8;20110801 01:57;18/SP16467;
D;014;347854;8;20110801 01:57;P;;;;;;
D;014;347854;8;20110801 01:57;V;;;;;;
D;014;347854;8;20110801 01:57;V;;;;;;
D;014;347854;8;20110801 01:57;V;;;;;;
D;014;347854;8;20110801 01:57;V;;;;;;
D;014;347854;8;20110801 01:57;V;;;;;;
D;014;347854;8;20110801 01:57;V;;;;;;
D;014;347854;8;20110801 01:57;V;;;;;;
B;014;339911;9;20110801 01:57;;;29;CAMS BVD;SUMMERLAND POINT;2259;613.4;M;20110603;20110715;345000;A;R;RESIDENCE;;DJ;;0;AG381801;
C;014;339911;9;20110801 01:57;440/214998;
D;014;339911;9;20110801 01:57;P;;;;;;
D;014;339911;9;20110801 01:57;V;;;;;;
D;014;339911;9;20110801 01:57;V;;;;;;
B;014;348440;10;20110801 01:57;;;29;FISHERMENS BEND;BATEAU BAY;2261;600.7;M;20110603;20110715;435000;A;R;RESIDENCE;;DS;;0;AG380944;
C;014;348440;10;20110801 01:57;11/239874;
D;014;348440;10;20110801 01:57;P;;;;;;
D;014;348440;10;20110801 01:57;P;;;;;;
D;014;348440;10;20110801 01:57;V;;;;;;
D;014;348440;10;20110801 01:57;V;;;;;;
B;014;348722;11;20110801 01:57;;;8;FORTUNE CRES;LAKE MUNMORAH;2259;556.4;M;20110620;20110719;290000;A;R;RESIDENCE;;CQ;;0;AG385025;
C;014;348722;11;20110801 01:57;46/243777;
D;014;348722;11;20110801 01:57;P;;;;;;
D;014;348722;11;20110801 01:57;V;;;;;;
B;014;344038;12;20110801 01:57;;;93;DALNOTT RD;GOROKAN;2263;480.6;M;20110608;20110720;208000;A;R;RESIDENCE;;CM;;0;AG383098;
C;014;344038;12;20110801 01:57;7/21542;
D;014;344038;12;20110801 01:57;P;;;;;;
D;014;344038;12;20110801 01:57;P;;;;;;
D;014;344038;12;20110801 01:57;V;;;;;;
B;014;349426;13;20110801 01:57;;;15;GASCOIGNE RD;GOROKAN;2263;626;M;20110518;20110610;324000;A;R;RESIDENCE;;MB;;0;AG304552;
C;014;349426;13;20110801 01:57;67/28738;
D;014;349426;13;20110801 01:57;P;;;;;;
D;014;349426;13;20110801 01:57;P;;;;;;
D;014;349426;13;20110801 01:57;V;;;;;;
B;014;358023;14;20110801 01:57;;;4 B;KESWICK DR;LAKE HAVEN;2263;426.7;M;20110601;20110713;285000;A;R;RESIDENCE;;CZ;;0;AG385103;
C;014;358023;14;20110801 01:57;1882/876969;
D;014;358023;14;20110801 01:57;P;;;;;;
D;014;358023;14;20110801 01:57;V;;;;;;
B;014;352663;15;20110801 01:57;;;5;HARDING AVE;LAKE MUNMORAH;2259;556.4;M;20110606;20110719;317000;A;R;RESIDENCE;;CQ;;0;AG389795;
C;014;352663;15;20110801 01:57;64/25568;
D;014;352663;15;20110801 01:57;P;;;;;;
D;014;352663;15;20110801 01:57;P;;;;;;
D;014;352663;15;20110801 01:57;V;;;;;;
B;014;352692;16;20110801 01:57;;7;9;HARGRAVE ST;WYONG;2259;;;20110617;20110630;160000;;R;RESIDENCE;7;;;0;AG385541;
C;014;352692;16;20110801 01:57;7/SP7232;
D;014;352692;16;20110801 01:57;P;;;;;;
D;014;352692;16;20110801 01:57;V;;;;;;
D;014;352692;16;20110801 01:57;V;;;;;;
B;014;352868;17;20110801 01:57;;;22;HARTOG AVE;LAKE MUNMORAH;2259;1075;M;20110506;20110719;381000;A;R;RESIDENCE;;CQ;;0;AG391131;
C;014;352868;17;20110801 01:57;6/26559;
D;014;352868;17;20110801 01:57;P;;;;;;
D;014;352868;17;20110801 01:57;P;;;;;;
D;014;352868;17;20110801 01:57;V;;;;;;
D;014;352868;17;20110801 01:57;V;;;;;;
B;014;358463;18;20110801 01:57;;;2;KINGSTON RD;KANWAL;2259;701.9;M;20110603;20110715;320000;A;R;RESIDENCE;;CN;;0;AG386736;
C;014;358463;18;20110801 01:57;65/31859;
D;014;358463;18;20110801 01:57;P;;;;;;
D;014;358463;18;20110801 01:57;P;;;;;;
D;014;358463;18;20110801 01:57;V;;;;;;
D;014;358463;18;20110801 01:57;V;;;;;;
B;014;353405;19;20110801 01:57;;;19 A;HERITAGE DR;KANWAL;2259;350;M;20110528;20110711;265000;A;R;RESIDENCE;;AC;;0;AG372046;
C;014;353405;19;20110801 01:57;2191/836638;
D;014;353405;19;20110801 01:57;P;;;;;;
D;014;353405;19;20110801 01:57;V;;;;;;
B;014;351521;20;20110801 01:57;;;35;GRANDVIEW PDE;GOROKAN;2263;575.4;M;20110225;20110704;110000;A;R;RESIDENCE;;CM;;0;AG369624;
C;014;351521;20;20110801 01:57;14/26922;
D;014;351521;20;20110801 01:57;P;;;;;;
D;014;351521;20;20110801 01:57;P;;;;;;
D;014;351521;20;20110801 01:57;V;;;;;;
D;014;351521;20;20110801 01:57;V;;;;;;
B;014;366081;21;20110801 01:57;;;8;MOALA PDE;CHARMHAVEN;2263;695.6;M;20110527;20110708;290000;A;R;RESIDENCE;;CG;;0;AG386478;
C;014;366081;21;20110801 01:57;65/3/11824;
D;014;366081;21;20110801 01:57;P;;;;;;
D;014;366081;21;20110801 01:57;V;;;;;;
B;014;361577;22;20110801 01:57;;;22;LORD ST;SHELLY BEACH;2261;575.4;M;20110529;20110708;325000;A;R;RESIDENCE;;CW;;0;AG382119;
C;014;361577;22;20110801 01:57;213/21163;
D;014;361577;22;20110801 01:57;P;;;;;;
D;014;361577;22;20110801 01:57;P;;;;;;
D;014;361577;22;20110801 01:57;V;;;;;;
B;014;364199;23;20110801 01:57;;;24;MARATHON ST;WYONG;2259;1417;M;20110513;20110715;185000;A;R;RESIDENCE;;DF;;0;AG377977;
C;014;364199;23;20110801 01:57;10/2/4361;
D;014;364199;23;20110801 01:57;P;;;;;;
D;014;364199;23;20110801 01:57;V;;;;;;
B;014;366950;24;20110801 01:57;;;63;MOUNTAIN VIEW DR;WOONGARRAH;2259;638.5;M;20110527;20110708;305000;A;R;RESIDENCE;;AB;;0;AG370795;
C;014;366950;24;20110801 01:57;312/867549;
D;014;366950;24;20110801 01:57;P;;;;;;
D;014;366950;24;20110801 01:57;P;;;;;;
D;014;366950;24;20110801 01:57;V;;;;;;
D;014;366950;24;20110801 01:57;V;;;;;;
B;014;362028;25;20110801 01:57;;;63;LUCINDA AVE;KILLARNEY VALE;2261;695.6;M;20110620;20110706;50000;A;R;RESIDENCE;;CP;;33;AG390117;
C;014;362028;25;20110801 01:57;7/15922;
D;014;362028;25;20110801 01:57;P;;;;;;
D;014;362028;25;20110801 01:57;P;;;;;;
D;014;362028;25;20110801 01:57;V;;;;;;
B;014;370292;26;20110801 01:57;;;11;ORANA RD;GWANDALAN;2259;486.9;M;20110511;20110721;214000;A;R;RESIDENCE;;DL;;0;AG385092;
C;014;370292;26;20110801 01:57;22/8/26783;
D;014;370292;26;20110801 01:57;P;;;;;;
D;014;370292;26;20110801 01:57;V;;;;;;
B;014;365326;27;20110801 01:57;;;5;MAWSON DR;KILLARNEY VALE;2261;632.3;M;20110609;20110715;308000;A;R;RESIDENCE;;CP;;0;AG391583;
C;014;365326;27;20110801 01:57;847/31660;
D;014;365326;27;20110801 01:57;P;;;;;;
D;014;365326;27;20110801 01:57;V;;;;;;
D;014;365326;27;20110801 01:57;V;;;;;;
B;014;368105;28;20110801 01:57;;;33;NICOLE CL;WATANOBBI;2259;958.5;M;20110602;20110707;355000;A;R;RESIDENCE;;DG;;0;AG388693;
C;014;368105;28;20110801 01:57;5097/816885;
D;014;368105;28;20110801 01:57;P;;;;;;
D;014;368105;28;20110801 01:57;V;;;;;;
D;014;368105;28;20110801 01:57;V;;;;;;
B;014;362881;29;20110801 01:57;;;15;MACQUARIE RD;MANNERING PARK;2259;556.4;M;20110531;20110712;420000;A;R;RESIDENCE;;WC;;0;AG382958;
C;014;362881;29;20110801 01:57;80/31204;
D;014;362881;29;20110801 01:57;P;;;;;;
D;014;362881;29;20110801 01:57;V;;;;;;
B;014;374418;30;20110801 01:57;;;7;REDBANK CT;MARDI;2259;434;M;20110607;20110719;338000;A;R;RESIDENCE;;DT;;0;AG390830;
C;014;374418;30;20110801 01:57;437/837316;
D;014;374418;30;20110801 01:57;P;;;;;;
D;014;374418;30;20110801 01:57;V;;;;;;
D;014;374418;30;20110801 01:57;V;;;;;;
B;014;375053;31;20110801 01:57;;;7;RICKARD ST;BATEAU BAY;2261;562.8;M;20110520;20110707;530000;A;R;RESIDENCE;;CA;;0;AG391673;
C;014;375053;31;20110801 01:57;82/24621;
D;014;375053;31;20110801 01:57;P;;;;;;
D;014;375053;31;20110801 01:57;V;;;;;;
D;014;375053;31;20110801 01:57;V;;;;;;
B;014;375089;32;20110801 01:57;;;18;RIDGEWOOD DR;WOONGARRAH;2259;631.1;M;20110602;20110714;345000;A;R;RESIDENCE;;AB;;0;AG375913;
C;014;375089;32;20110801 01:57;147/1013610;
D;014;375089;32;20110801 01:57;P;;;;;;
D;014;375089;32;20110801 01:57;P;;;;;;
D;014;375089;32;20110801 01:57;V;;;;;;
D;014;375089;32;20110801 01:57;V;;;;;;
B;014;372987;33;20110801 01:57;;;62;PEROUSE AVE;SAN REMO;2262;645;M;20110606;20110718;270000;A;R;RESIDENCE;;CV;;0;AG391645;
C;014;372987;33;20110801 01:57;352/30316;
D;014;372987;33;20110801 01:57;P;;;;;;
D;014;372987;33;20110801 01:57;P;;;;;;
D;014;372987;33;20110801 01:57;V;;;;;;
D;014;372987;33;20110801 01:57;V;;;;;;
D;014;372987;33;20110801 01:57;V;;;;;;
D;014;372987;33;20110801 01:57;V;;;;;;
B;014;373427;34;20110801 01:58;;;29;PIPER DR;HAMLYN TERRACE;2259;600.5;M;20110701;20110715;550000;A;R;RESIDENCE;;AB;;0;AG380748;
C;014;373427;34;20110801 01:58;803/1012453;
D;014;373427;34;20110801 01:58;P;;;;;;
D;014;373427;34;20110801 01:58;P;;;;;;
D;014;373427;34;20110801 01:58;V;;;;;;
D;014;373427;34;20110801 01:58;V;;;;;;
B;014;381612;35;20110801 01:58;SERVICE STATION;;184;THE ENTRANCE ROAD;LONG JETTY;2261;2876;M;20110520;20110701;3325000;I;3;COMMERCIAL;;HF;;0;AG351264;
C;014;381612;35;20110801 01:58;40/785427;
D;014;381612;35;20110801 01:58;P;;;;;;
D;014;381612;35;20110801 01:58;V;;;;;;
B;014;383165;36;20110801 01:58;;;5;TONKISS ST;TUGGERAH;2259;790.2;M;20110526;20110707;339000;A;R;RESIDENCE;;DX;;0;AG366759;
C;014;383165;36;20110801 01:58;3/839561;
D;014;383165;36;20110801 01:58;P;;;;;;
D;014;383165;36;20110801 01:58;P;;;;;;
D;014;383165;36;20110801 01:58;V;;;;;;
B;014;386101;37;20110801 01:58;;;130;WALLARAH RD;GOROKAN;2263;461.6;M;20110606;20110630;204000;A;R;RESIDENCE;;MB;;0;AG375834;
C;014;386101;37;20110801 01:58;17/237683;
D;014;386101;37;20110801 01:58;P;;;;;;
D;014;386101;37;20110801 01:58;V;;;;;;
B;014;383812;38;20110801 01:58;;3;134;TUGGERAH PDE;LONG JETTY;2261;88.9;M;20110617;20110715;235000;;R;RESIDENCE;3;;;0;AG381273;
C;014;383812;38;20110801 01:58;3/SP11942;
D;014;383812;38;20110801 01:58;P;;;;;;
D;014;383812;38;20110801 01:58;V;;;;;;
B;014;381649;39;20110801 01:58;;2;256;THE ENTRANCE RD;LONG JETTY;2261;;;20110602;20110711;280000;;R;RESIDENCE;2;;;0;AG376784;
C;014;381649;39;20110801 01:58;2/SP64906;
D;014;381649;39;20110801 01:58;P;;;;;;
D;014;381649;39;20110801 01:58;V;;;;;;
B;014;2915256;40;20110801 01:58;;;29;TRADEWINDS AVE;SUMMERLAND POINT;2259;750.9;M;20110721;20110721;175000;A;R;RESIDENCE;;DJ;;0;AG393047;
C;014;2915256;40;20110801 01:58;103/1041555;
D;014;2915256;40;20110801 01:58;P;;;;;;
D;014;2915256;40;20110801 01:58;V;;;;;;
D;014;2915256;40;20110801 01:58;V;;;;;;
D;014;2915256;40;20110801 01:58;V;;;;;;
D;014;2915256;40;20110801 01:58;V;;;;;;
B;014;2940276;41;20110801 01:58;;;4;WARRIGAL RD;WOONGARRAH;2259;610.9;M;20110603;20110715;440000;A;R;RESIDENCE;;AB;;0;AG380051;
C;014;2940276;41;20110801 01:58;28/1044070;
D;014;2940276;41;20110801 01:58;P;;;;;;
D;014;2940276;41;20110801 01:58;P;;;;;;
D;014;2940276;41;20110801 01:58;V;;;;;;
D;014;2940276;41;20110801 01:58;V;;;;;;
B;014;382472;42;20110801 01:58;;4;8;THE RIDGE;WADALBA;2259;198;M;20110606;20110714;235000;;R;RESIDENCE;4;;;0;AG384827;
C;014;382472;42;20110801 01:58;4/SP67735;
