A;086;20030501 12:40;PBARBER;
B;086;735160;1;20030501 12:40;;15;11;ADDISON RD;MANLY;2095;;;20030117;20030331;960000;;R;RESIDENCE;15;;;;9527179;
C;086;735160;1;20030501 12:40;15//SP 2373;
D;086;735160;1;20030501 12:40;P;;;;;;
D;086;735160;1;20030501 12:40;P;;;;;;
D;086;735160;1;20030501 12:40;V;;;;;;
D;086;735160;1;20030501 12:40;V;;;;;;
B;086;736251;2;20030501 12:40;;11;17;BALGOWLAH RD;FAIRLIGHT;2094;;;20030308;20030407;525000;;R;RESIDENCE;11;;;;9543205;
C;086;736251;2;20030501 12:40;11//SP 34930;
D;086;736251;2;20030501 12:40;P;;;;;;
D;086;736251;2;20030501 12:40;V;;;;;;
D;086;736251;2;20030501 12:40;V;;;;;;
B;086;736928;3;20030501 12:40;;9;20;BENELONG ST;SEAFORTH;2092;;;20030211;20030408;530000;;R;RESIDENCE;9;;;;9525751;
C;086;736928;3;20030501 12:40;9//SP 55007;
D;086;736928;3;20030501 12:40;P;;;;;;
D;086;736928;3;20030501 12:40;P;;;;;;
D;086;736928;3;20030501 12:40;V;;;;;;
B;086;737270;4;20030501 12:40;;14;1;BONNER AVE;MANLY;2095;;;20030131;20030131;662000;;V;VACANT LAND;14;;;;9522036;
C;086;737270;4;20030501 12:40;14//SP 39461;
D;086;737270;4;20030501 12:40;P;;;;;;
D;086;737270;4;20030501 12:40;P;;;;;;
D;086;737270;4;20030501 12:40;V;;;;;;
D;086;737270;4;20030501 12:40;V;;;;;;
B;086;737501;5;20030501 12:40;;3;114;BOWER ST;MANLY;2095;;;20030221;20030411;875000;;R;RESIDENCE;3;;;;9536138;
C;086;737501;5;20030501 12:40;3//SP 7812;
D;086;737501;5;20030501 12:40;P;;;;;;
D;086;737501;5;20030501 12:40;P;;;;;;
D;086;737501;5;20030501 12:40;V;;;;;;
B;086;739146;6;20030501 12:40;;;156;CONDAMINE ST;BALGOWLAH;2093;696.7;M;20030211;20030404;760000;A;R;RESIDENCE;;EM;;;9530134;
C;086;739146;6;20030501 12:40;14/4/6154;
D;086;739146;6;20030501 12:40;P;;;;;;
D;086;739146;6;20030501 12:40;V;;;;;;
B;086;739560;7;20030501 12:40;;;81;CURBAN ST;BALGOWLAH HEIGHTS;2093;929;M;20030212;20030407;930000;A;R;RESIDENCE;;EH;;;9522647;
C;086;739560;7;20030501 12:40;39//9561;
D;086;739560;7;20030501 12:40;P;;;;;;
D;086;739560;7;20030501 12:40;P;;;;;;
D;086;739560;7;20030501 12:40;V;;;;;;
D;086;739560;7;20030501 12:40;V;;;;;;
B;086;739615;8;20030501 12:40;;;30;CURBAN ST;BALGOWLAH HEIGHTS;2093;638.6;M;20030304;20030423;945000;A;R;RESIDENCE;;EH;;;9552410;
C;086;739615;8;20030501 12:40;4/23/758044;
D;086;739615;8;20030501 12:40;P;;;;;;
D;086;739615;8;20030501 12:40;V;;;;;;
B;086;740954;9;20030501 12:40;;;37;ERNEST ST;BALGOWLAH;2093;460.7;M;20030322;20030417;1000000;A;R;RESIDENCE;;EH;;;9545857;
C;086;740954;9;20030501 12:40;9//12817;
D;086;740954;9;20030501 12:40;P;;;;;;
D;086;740954;9;20030501 12:40;V;;;;;;
B;086;741895;10;20030501 12:40;;;84;FRENCHS FOREST RD;SEAFORTH;2092;575.4;M;20030218;20030401;640000;A;R;RESIDENCE;;EA;;;9534823;
C;086;741895;10;20030501 12:40;3//27239;
D;086;741895;10;20030501 12:40;P;;;;;;
D;086;741895;10;20030501 12:40;P;;;;;;
D;086;741895;10;20030501 12:40;V;;;;;;
B;086;741941;11;20030501 12:40;;;79;FRENCHS FOREST RD;SEAFORTH;2092;587.3;M;20030310;20030417;630000;A;R;RESIDENCE;;EA;;;9552120;
C;086;741941;11;20030501 12:40;3//6210;
D;086;741941;11;20030501 12:40;P;;;;;;
D;086;741941;11;20030501 12:40;P;;;;;;
D;086;741941;11;20030501 12:40;V;;;;;;
B;086;742088;12;20030501 12:40;;4;15;GEORGE ST;MANLY;2095;;;20030214;20030401;527500;;R;RESIDENCE;4;;;;9537943;
C;086;742088;12;20030501 12:40;4//SP 11437;
D;086;742088;12;20030501 12:40;P;;;;;;
D;086;742088;12;20030501 12:40;P;;;;;;
D;086;742088;12;20030501 12:40;V;;;;;;
D;086;742088;12;20030501 12:40;V;;;;;;
B;086;742088;13;20030501 12:40;;5;15;GEORGE ST;MANLY;2095;;;20030221;20030408;360000;;R;RESIDENCE;5;;;;9529504;
C;086;742088;13;20030501 12:40;5//SP 11437;
D;086;742088;13;20030501 12:40;P;;;;;;
D;086;742088;13;20030501 12:40;P;;;;;;
D;086;742088;13;20030501 12:40;V;;;;;;
B;086;743404;14;20030501 12:40;;1;8;JAMES ST;MANLY;2095;;;20030320;20030410;480000;;R;RESIDENCE;1;;;;9536715;
C;086;743404;14;20030501 12:40;1//SP 14116;
D;086;743404;14;20030501 12:40;P;;;;;;
D;086;743404;14;20030501 12:40;P;;;;;;
D;086;743404;14;20030501 12:40;V;;;;;;
B;086;743630;15;20030501 12:40;;8;55;KANGAROO ST;MANLY;2095;;;20030314;20030410;540000;;R;RESIDENCE;8;;;;9537575;
C;086;743630;15;20030501 12:40;8//SP 11879;
