A;608;20110801 02:38;VALNET;
B;608;1202356;1;20110801 02:38;;;48;CHURINGA CL;KELSO;2795;849.6;M;20110606;20110715;282000;A;R;RESIDENCE;;AK;;0;AG381247;
C;608;1202356;1;20110801 02:38;239/245591;
D;608;1202356;1;20110801 02:38;P;;;;;;
D;608;1202356;1;20110801 02:38;V;;;;;;
B;608;1207946;2;20110801 02:38;;;364;PEEL ST;BATHURST;2795;1135.98;M;20110506;20110718;233000;A;R;RESIDENCE;;AC;;0;AG385395;
C;608;1207946;2;20110801 02:38;1/22977;
D;608;1207946;2;20110801 02:38;P;;;;;;
D;608;1207946;2;20110801 02:38;V;;;;;;
D;608;1207946;2;20110801 02:38;V;;;;;;
B;608;1210745;3;20110801 02:38;;;21;VIOLET ST;SOUTH BATHURST;2795;;;20110603;20110713;303000;A;R;RESIDENCE;;AS;;0;AG377498;
C;608;1210745;3;20110801 02:38;175/978692;
D;608;1210745;3;20110801 02:38;P;;;;;;
D;608;1210745;3;20110801 02:38;V;;;;;;
B;608;1206109;4;20110801 02:38;;7;221;LAMBERT ST;BATHURST;2795;;;20110517;20110628;240000;;R;RESIDENCE;7;;;0;AG381047;
C;608;1206109;4;20110801 02:38;7/SP43095;
D;608;1206109;4;20110801 02:38;P;;;;;;
D;608;1206109;4;20110801 02:38;P;;;;;;
D;608;1206109;4;20110801 02:38;V;;;;;;
B;608;1200809;5;20110801 02:38;;1;10;ALBERT ST;BATHURST;2795;;;20110610;20110715;205000;;R;RESIDENCE;1;;;0;AG383785;
C;608;1200809;5;20110801 02:38;1/SP56570;
D;608;1200809;5;20110801 02:38;P;;;;;;
D;608;1200809;5;20110801 02:38;P;;;;;;
D;608;1200809;5;20110801 02:38;V;;;;;;
B;608;1209319;6;20110801 02:38;;;271;RUSSELL ST;BATHURST;2795;910.3;M;20110608;20110624;435000;A;3;OFFICE;;AC;;0;AG387319;
C;608;1209319;6;20110801 02:38;22/593378 1/741170;
D;608;1209319;6;20110801 02:38;P;;;;;;
D;608;1209319;6;20110801 02:38;V;;;;;;
B;608;1209438;7;20110801 02:38;;19;29 A;VIEW ST;KELSO;2795;;;20110610;20110715;155000;;R;RESIDENCE;19;;;0;AG382149;
C;608;1209438;7;20110801 02:38;19/SP41303;
D;608;1209438;7;20110801 02:38;P;;;;;;
D;608;1209438;7;20110801 02:38;V;;;;;;
B;608;1212108;8;20110801 02:38;;;11;BATHURST ST;PERTHVILLE;2795;1012;M;20110606;20110718;282500;A;R;RESIDENCE;;AO;;0;AG385189;
C;608;1212108;8;20110801 02:38;25/951;
D;608;1212108;8;20110801 02:38;P;;;;;;
D;608;1212108;8;20110801 02:38;P;;;;;;
D;608;1212108;8;20110801 02:38;V;;;;;;
B;608;1201478;9;20110801 02:38;;;92;BENTINCK ST;BATHURST;2795;600.7;M;20110610;20110715;340000;B;3;COMMERCAL;;BD;;0;AG381361;
C;608;1201478;9;20110801 02:38;1/199420;
D;608;1201478;9;20110801 02:38;P;;;;;;
D;608;1201478;9;20110801 02:38;V;;;;;;
B;608;1204401;10;20110801 02:38;;;7;HANSARD PL;WEST BATHURST;2795;765.1;M;20110512;20110617;348000;A;R;RESIDENCE;;AG;;0;AG365261;
C;608;1204401;10;20110801 02:38;25/35129;
D;608;1204401;10;20110801 02:38;P;;;;;;
D;608;1204401;10;20110801 02:38;P;;;;;;
D;608;1204401;10;20110801 02:38;V;;;;;;
D;608;1204401;10;20110801 02:38;V;;;;;;
B;608;1209783;11;20110801 02:38;;;67;STANLEY ST;BATHURST;2795;882.7;M;20110520;20110714;357500;A;R;RESIDENCE;;AF;;0;AG385569;
C;608;1209783;11;20110801 02:38;C/158625;
D;608;1209783;11;20110801 02:38;P;;;;;;
D;608;1209783;11;20110801 02:38;P;;;;;;
D;608;1209783;11;20110801 02:38;V;;;;;;
B;608;1286167;12;20110801 02:38;;;;HILL END RD;TAMBAROORA;2850;2068;M;20110623;20110707;90000;R;V;VACANT LAND;;NA;;0;AG367434;
C;608;1286167;12;20110801 02:38;259/756905;
D;608;1286167;12;20110801 02:38;P;;;;;;
D;608;1286167;12;20110801 02:38;V;;;;;;
B;608;1284279;13;20110801 02:38;;;3444;GREAT WESTERN HWY;YETHOLME;2795;16.88;H;20110524;20110628;395000;R;R;RESIDENCE;;CC;;0;AG356103;
C;608;1284279;13;20110801 02:38;5, 6/1056199;
D;608;1284279;13;20110801 02:38;P;;;;;;
D;608;1284279;13;20110801 02:38;P;;;;;;
D;608;1284279;13;20110801 02:38;V;;;;;;
D;608;1284279;13;20110801 02:38;V;;;;;;
D;608;1284279;13;20110801 02:38;V;;;;;;
D;608;1284279;13;20110801 02:38;V;;;;;;
D;608;1284279;13;20110801 02:38;V;;;;;;
D;608;1284279;13;20110801 02:38;V;;;;;;
B;608;3520298;14;20110801 02:38;;;31;BLAXLAND DR;LLANARTH;2795;875;M;20100323;20110630;120000;A;V;VACANT LAND;;AL;;0;AG349296;
C;608;3520298;14;20110801 02:38;419/1150519;
D;608;3520298;14;20110801 02:38;P;;;;;;
D;608;3520298;14;20110801 02:38;P;;;;;;
D;608;3520298;14;20110801 02:38;V;;;;;;
B;608;3533798;15;20110801 02:38;;;2;SHE OAK CL;KELSO;2795;535.1;M;20100910;20110711;145000;A;V;VACANT LAND;;AK;;0;AG373545;
C;608;3533798;15;20110801 02:38;2/1155413;
D;608;3533798;15;20110801 02:38;P;;;;;;
D;608;3533798;15;20110801 02:38;P;;;;;;
D;608;3533798;15;20110801 02:38;V;;;;;;
B;608;3582579;16;20110801 02:38;;;24;WESTBOURNE DR;LLANARTH;2795;1111;M;20110516;20110629;135000;A;V;VACANT LAND;;AL;;0;AG377329;
C;608;3582579;16;20110801 02:38;601/1164690;
D;608;3582579;16;20110801 02:38;P;;;;;;
D;608;3582579;16;20110801 02:38;P;;;;;;
D;608;3582579;16;20110801 02:38;V;;;;;;
B;608;3582584;17;20110801 02:38;;;34;WESTBOURNE DR;LLANARTH;2795;900.1;M;20110519;20110624;135000;A;V;VACANT LAND;;AK;;0;AG362791;
C;608;3582584;17;20110801 02:38;606/1164690;
D;608;3582584;17;20110801 02:38;P;;;;;;
D;608;3582584;17;20110801 02:38;P;;;;;;
D;608;3582584;17;20110801 02:38;V;;;;;;
B;608;3582585;18;20110801 02:38;;;36;WESTBOURNE DR;LLANARTH;2795;900.1;M;20110509;20110708;135000;A;V;VACANT LAND;;AK;;0;AG365585;
C;608;3582585;18;20110801 02:38;607/1164690;
D;608;3582585;18;20110801 02:38;P;;;;;;
D;608;3582585;18;20110801 02:38;V;;;;;;
B;608;3582590;19;20110801 02:38;;;46;WESTBOURNE DR;LLANARTH;2795;900.1;M;20110603;20110711;135000;A;V;VACANT LAND;;AK;;0;AG374362;
C;608;3582590;19;20110801 02:38;612/1164690;
D;608;3582590;19;20110801 02:38;P;;;;;;
D;608;3582590;19;20110801 02:38;P;;;;;;
D;608;3582590;19;20110801 02:38;V;;;;;;
B;608;3582594;20;20110801 02:38;;;45;WESTBOURNE DR;LLANARTH;2795;969.8;M;20110603;20110711;135000;A;V;VACANT LAND;;AK;;0;AG382895;
C;608;3582594;20;20110801 02:38;616/1164690;
D;608;3582594;20;20110801 02:38;P;;;;;;
D;608;3582594;20;20110801 02:38;P;;;;;;
D;608;3582594;20;20110801 02:38;V;;;;;;
B;608;3582595;21;20110801 02:38;;;43;WESTBOURNE DR;LLANARTH;2795;1001;M;20110517;20110623;135000;A;V;VACANT LAND;;AK;;0;AG368818;
C;608;3582595;21;20110801 02:38;617/1164690;
D;608;3582595;21;20110801 02:38;P;;;;;;
D;608;3582595;21;20110801 02:38;P;;;;;;
D;608;3582595;21;20110801 02:38;V;;;;;;
B;608;3582596;22;20110801 02:38;;;41;WESTBOURNE DR;LLANARTH;2795;1002;M;20110601;20110711;135000;A;V;VACANT LAND;;AK;;0;AG371591;
C;608;3582596;22;20110801 02:38;618/1164690;
D;608;3582596;22;20110801 02:38;P;;;;;;
D;608;3582596;22;20110801 02:38;P;;;;;;
D;608;3582596;22;20110801 02:38;V;;;;;;
B;608;3582600;23;20110801 02:38;;;33;WESTBOURNE DR;LLANARTH;2795;1001;M;20110519;20110624;135000;A;V;VACANT LAND;;AK;;0;AG362825;
C;608;3582600;23;20110801 02:38;622/1164690;
D;608;3582600;23;20110801 02:38;P;;;;;;
D;608;3582600;23;20110801 02:38;P;;;;;;
D;608;3582600;23;20110801 02:38;V;;;;;;
B;608;3592286;24;20110801 02:38;;;1609;TRUNKEY RD;GEORGES PLAINS;2795;19.35;H;20110609;20110713;660000;;R;RESIDENCE;;;;0;AG365915;
C;608;3592286;24;20110801 02:38;8/285901;
D;608;3592286;24;20110801 02:38;P;;;;;;
D;608;3592286;24;20110801 02:38;P;;;;;;
D;608;3592286;24;20110801 02:38;V;;;;;;
B;608;3592292;25;20110801 02:38;;;12;PHANTOM ST;ROCKLEY;2795;4578;M;20100407;20110705;150000;;R;RESIDENCE;;;;0;AG359428;
C;608;3592292;25;20110801 02:38;2/1162050;
D;608;3592292;25;20110801 02:38;P;;;;;;
D;608;3592292;25;20110801 02:38;P;;;;;;
D;608;3592292;25;20110801 02:38;V;;;;;;
B;608;3251363;26;20110801 02:38;;;299 B;KEPPEL ST;WEST BATHURST;2795;498.8;M;20110602;20110607;285000;A;R;RESIDENCE;;AE;;0;AG371801;
C;608;3251363;26;20110801 02:38;141/1095408;
D;608;3251363;26;20110801 02:38;P;;;;;;
D;608;3251363;26;20110801 02:38;V;;;;;;
D;608;3251363;26;20110801 02:38;V;;;;;;
Z;131;26;26;77;
