iter	Passed	Remaining
0	3	3806
1	5	3302
2	8	3132
3	11	3228
4	13	3131
5	16	3236
6	19	3186
7	22	3141
8	24	3140
9	27	3107
10	29	3079
11	32	3099
12	35	3083
13	38	3096
14	42	3205
15	44	3173
16	47	3144
17	50	3169
18	52	3141
19	55	3135
20	58	3134
21	60	3115
22	63	3117
23	66	3104
24	68	3098
25	73	3185
26	78	3256
27	80	3237
28	84	3265
29	87	3249
30	89	3237
31	92	3233
32	95	3216
33	97	3199
34	100	3193
35	102	3177
36	105	3173
37	108	3160
38	110	3149
39	114	3183
40	117	3174
41	120	3167
42	122	3156
43	125	3142
44	127	3129
45	131	3148
46	134	3149
47	136	3139
48	139	3127
49	141	3117
50	144	3115
51	147	3105
52	149	3096
53	152	3094
54	155	3087
55	157	3081
56	160	3082
57	163	3074
58	166	3071
59	168	3062
60	171	3063
61	177	3106
62	179	3102
63	182	3092
64	185	3095
65	190	3125
66	193	3121
67	196	3120
68	199	3115
69	201	3110
70	204	3104
71	207	3104
72	210	3096
73	212	3087
74	215	3081
75	217	3073
76	220	3063
77	223	3063
78	225	3057
79	228	3056
80	231	3050
81	235	3069
82	238	3063
83	241	3056
84	243	3048
85	246	3049
86	249	3051
87	253	3061
88	256	3053
89	259	3050
90	261	3043
91	264	3035
92	267	3032
93	270	3030
94	272	3024
95	275	3016
96	277	3008
97	280	3005
98	283	3004
99	286	3000
100	288	2996
101	291	2989
102	293	2983
103	296	2976
104	299	2974
105	301	2970
106	304	2962
107	306	2956
108	309	2954
109	312	2949
110	315	2945
111	317	2938
112	319	2933
113	322	2930
114	325	2924
115	328	2922
116	331	2920
117	334	2924
118	339	2936
119	341	2932
120	344	2928
121	347	2923
122	349	2919
123	352	2914
124	355	2910
125	357	2906
126	361	2906
127	363	2901
128	366	2896
129	368	2890
130	371	2883
131	374	2882
132	376	2876
133	379	2871
134	381	2868
135	384	2863
136	386	2857
137	389	2855
138	392	2851
139	395	2849
140	398	2847
141	401	2848
142	404	2848
143	407	2844
144	410	2840
145	412	2835
146	415	2831
147	418	2827
148	421	2826
149	424	2828
150	429	2839
151	432	2833
152	434	2830
153	437	2825
154	439	2820
155	442	2818
156	445	2813
157	448	2811
158	451	2810
159	453	2805
160	456	2800
161	458	2795
162	461	2790
163	464	2788
164	466	2783
165	469	2779
166	471	2773
167	474	2768
168	476	2765
169	479	2762
170	482	2758
171	485	2755
172	488	2756
173	493	2762
174	496	2764
175	499	2760
176	502	2757
177	504	2752
178	507	2749
179	509	2745
180	512	2741
181	515	2737
182	518	2734
183	520	2730
184	523	2725
185	526	2723
186	528	2720
187	531	2715
188	533	2711
189	536	2710
190	539	2705
191	542	2703
192	545	2702
193	548	2697
194	550	2695
195	553	2690
196	556	2690
197	559	2685
198	561	2681
199	564	2676
200	566	2671
201	568	2666
202	572	2669
203	575	2666
204	580	2672
205	582	2668
206	585	2663
207	588	2661
208	591	2658
209	593	2654
210	596	2652
211	601	2658
